#,Name,Play Number,QB Comment,Series,Field Position,Down,Distance,Gain,OFF Group,Personnel,The_Play,Backfield,FIB,Formation,Form Adj Y,Form Adj WR,Form Adj Bunch Stick,Empty,Motion,Motion 2,Motion 3,Protection,Play,Tempo,Run Concept,Pass Concept,Pass Concept 1,Pass Concept 2,Screen Concept,RPO1,ADDON 1,R/P,Pass Result,MOE,QB#,J#,EFF,gamedate,pff_GAMEDATE,pff_WEEK,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_2MINUTE,pff_DRIVESTARTEVENT,pff_DRIVEENDEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DRIVEENDFIELDPOSITION,pff_FIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GAINLOSSNET,pff_DISTANCE,pff_FIRST_DOWN_GAINED,pff_RUNPASS,pff_RUNPASSOPTION,pff_PASSRESULT,pff_QB,pff_BALLCARRIER,pff_PENALTYYARDS,pff_SCORE,pff_SCOREDIFFERENTIAL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNEL,pff_OFFFORMATIONGROUP,pff_TIMETOTHROW,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_DEFPERSONNEL,pff_HASH,pff_INTERCEPTION,pff_PASSDIRECTION,pff_PASSRECEIVERTARGET,Unnamed: 37,pff_PENALTY,pff_QBPRESSUREALLOWED,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_SACK,pff_TEALIGNMENT,pff_PLAYCLOCK
71,"01 NCCR OFF vs. MDUN (09/09/23), Play 001",1,,1,-25,0,10,4,,11,TRAIN LT OX FLASH AKRON EDGE,GUN,,TRAIN,,OX,,,,,,,AKRON EDGE,,CLEVELAND-AKRON EDGE,,,,,,,R,,,4,4,Y,9/9/2023,9/9/2023,2,1,1,15:00,0,KICKOFF - TB,TOUCHDOWN,-25,0,-25,5,1,1,4,4,10,,R,0,,NCCR 04,NCCR 04,,0,0,11,3-0-1-1,4x0,,,3,3/3/2005,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),COUNTER,QB RUNS,,L,11
72,"01 NCCR OFF vs. MDUN (09/09/23), Play 002",2,,1,-29,2,6,6,,23,(P) FIB Z-TANGO LT BILLY S. CINCY EDGE Z-BOSS,PISTOL,X,TANGO,,,BILLY,,,,,,S. CINCY EDGE Z-BOSS,,CINCY EDGE BOSS,,,,,,BOSS-Z,R,,,4,1,Y,9/9/2023,9/9/2023,2,1,2,14:18,0,KICKOFF - TB,TOUCHDOWN,-25,0,-29,5,1,2,6,6,6,1,R,0,,NCCR 04,NCCR 01,,0,0,14,0-0-1-4,1x3,,,2,3/4/2004,R,,,,,,,,HB,HB (-7),L,1; NCCR 01 (HB),COUNTER,CROSS LEAD,,L;R;R;R,4
73,"01 NCCR OFF vs. MDUN (09/09/23), Play 003",3,,1,-35,1,10,9,,21,TROUBLE LT H-IN S. PITT COVER Z-CRACK,GUN,,TROUBLE,,,,,IN-H,,,,S. PITT COVER Z-CRACK,,PITT COVER,,,,,,CRACK-Z,R,,,4,0,Y,9/9/2023,9/9/2023,2,1,1,13:36,0,KICKOFF - TB,TOUCHDOWN,-25,0,-35,5,1,3,9,9,10,,R,0,,NCCR 04,NCCR 00,,0,0,12,2-0-1-2,2x1,,,5,3/4/2004,R,,,,,,,,HB-R; FB-L,HB-R (-5); FB-L (-4),L,2; NCCR 00 (HB-R); NCCR 35 (FB-L),POWER,INVERTED;READ OPTION,,L,1
74,"01 NCCR OFF vs. MDUN (09/09/23), Play 004",4,,1,-44,2,1,8,,21,NINER THURSDAY (CK. BEETLE FOLLOW),GUN,,TRAIN,,,BILLY,,,,,,BEETLE FOLLOW,THURSDAY,BEETLE-SPIDER FOLLOW,,,,,,,R,,,4,4,Y,9/9/2023,9/9/2023,2,1,2,12:56,0,KICKOFF - TB,TOUCHDOWN,-25,0,-44,5,1,4,8,8,1,1,R,0,,NCCR 04,NCCR 04,,0,0,12,2-0-1-2,1x3,,,4,3/4/2004,C,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 00 (HB-R),MAN,LEAD;QB RUNS,,R;R,7
75,"01 NCCR OFF vs. MDUN (09/09/23), Play 005",5,,1,48,1,10,48,,21,H-TORCH RT H-IN S. GOLFER SAIL,GUN,,TORCH,,,,,IN-H,,,GOLFER,S. GOLFER SAIL,,,GOLFER SAIL,GOLFER,SAIL,,,,P,C,,4,12,Y,9/9/2023,9/9/2023,2,1,1,12:08,0,KICKOFF - TB,TOUCHDOWN,-25,0,48,5,1,5,48,48,10,1,P,0,COMPLETE,NCCR 04,NCCR 12,,0,0,12,2-0-1-2,3x1,3.4,3,0,3/4/2004,R,,L,NCCR 12,,,,,HB-R,HB-R (-5),,1; NCCR 00 (HB-R),,,,L,1
76,"01 NCCR OFF vs. MDUN (09/09/23), Play 006",6,,2,-40,0,10,9,,12,(U) Y-IN FAR RT NASTY N. CINCY,UNDER,,FAR,,,,,IN-Y,,,,N. CINCY,,CINCY,,,,,,,R,,,4,1,Y,9/9/2023,9/9/2023,2,1,1,10:57,0,PUNT - RETURN,PUNT,-40,47,-40,5,2,1,9,9,10,,R,0,,NCCR 04,NCCR 01,,0,14,12,2-0-1-2,1x2,,,5,3/4/2004,L,,,,,,,,HB; FB-L,HB (-7); FB-L (-4),R,2; NCCR 01 (HB); NCCR 86 (FB-L),COUNTER,CROSS LEAD,,R,16
77,"01 NCCR OFF vs. MDUN (09/09/23), Play 007",7,,2,-49,2,1,3,,12,TRIPS RT OX BEETLE FOLLOW,GUN,,TRIPS,,OX,,,,,,,BEETLE FOLLOW,,BEETLE-SPIDER FOLLOW,,,,,,,R,,,4,4,Y,9/9/2023,9/9/2023,2,1,2,10:24,0,PUNT - RETURN,PUNT,-40,47,-49,5,2,2,3,3,1,1,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,0x4,,,3,3/4/2004,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,LEAD;QB RUNS,,R;R,18
78,"01 NCCR OFF vs. MDUN (09/09/23), Play 008",8,,2,48,1,10,-1,,12,SHUFFLE DEUCE RT SLOT N. CINCY,GUN,,DEUCE,,SLOT,,,,,SHUFFLE,,N. CINCY,,CINCY,,,,,,,R,,,4,1,N,9/9/2023,9/9/2023,2,1,1,9:39,0,PUNT - RETURN,PUNT,-40,47,48,5,2,3,-1,-1,10,,R,0,,NCCR 01,NCCR 01,,0,14,12,2-0-1-2,3x1,,,3,3/4/2004,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 04 (HB-L),COUNTER,CROSS LEAD;QB RUNS,,L;R,3
79,"01 NCCR OFF vs. MDUN (09/09/23), Play 009",9,,2,49,2,11,0,,12,TROLLY LT OX TEQUILA (CK. WOLF BIBLE),GUN,,TROLLY,,OX,,,,,,,WOLF BIBLE,TEQUILA,WOLF-JAGUAR BIBLE,,,,,,,R,,,4,0,N,9/9/2023,9/9/2023,2,1,2,8:58,0,PUNT - RETURN,PUNT,-40,47,49,5,2,4,0,0,11,,R,0,,NCCR 04,NCCR 00,,0,14,12,2-0-1-2,4x0,,,1,3/4/2004,R,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 00 (HB-R),OUTSIDE ZONE,READ OPTION,,,7
80,"01 NCCR OFF vs. MDUN (09/09/23), Play 010",10,,,49,3,11,,,11,DAFFY LT Y-IN LOAD Y-DELAY STAR,GUN,,DAFFY,,,,,IN-Y,,,LOAD-ROCK,LOAD Y-DELAY STAR,,,DELAY-Y STAR,DELAY-Y,STAR,,,,X,,PENALTY,4,,,9/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"01 NCCR OFF vs. MDUN (09/09/23), Play 011",11,,2,-46,3,16,7,,11,DAFFY LT Y-IN LOAD Y-DELAY STAR,GUN,,DAFFY,,,,,IN-Y,,,LOAD-ROCK,LOAD Y-DELAY STAR,,,DELAY-Y STAR,DELAY-Y,STAR,,,,P,C,,4,83,N,9/9/2023,9/9/2023,2,1,3,7:56,0,PUNT - RETURN,PUNT,-40,47,-46,5,2,5,7,7,16,,P,0,COMPLETE,NCCR 04,NCCR 83,,0,14,11,3-0-1-1,2x2,2.3,0,0,3/4/2004,L,,M,NCCR 83,,,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L,14
82,"01 NCCR OFF vs. MDUN (09/09/23), Play 012",12,,3,-35,0,10,1,,21,ROCKY FIB FRISCO RT A N. Q-PITT,EMPTY,X,FRISCO,,A,,X,,,ROCKY,,N. Q-PITT,,PITT Q,,,,,,,R,,,4,4,N,9/9/2023,9/9/2023,2,1,1,4:53,0,PUNT - DOWNED,PUNT,-35,-47,-35,6,3,1,1,1,10,,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,2x2,,,1,3/4/2004,L,,,,,,,,HB-R,HB-R (-3),R,1; NCCR 35 (HB-R),POWER,LEAD;QB RUNS,,R,14
83,"01 NCCR OFF vs. MDUN (09/09/23), Play 013",13,,3,-36,2,9,1,,21,SHUFFLE NEAR LT S. PITT,GUN,,NEAR,,,,,,,SHUFFLE,PITT RENO,S. PITT VEGAS Y-SHALLOW X-STUTTER,,,,,,,,,R,,,4,13,N,9/9/2023,9/9/2023,2,1,2,4:07,0,PUNT - DOWNED,PUNT,-35,-47,-36,6,3,2,1,1,9,,R,0,,NCCR 13,NCCR 13,,0,14,12,2-0-1-2,2x1,,,1,3/4/2004,C,,,,,,,,HB-R; FB-L,HB-R (-5); FB-L (-4),L,2; NCCR 04 (HB-R); NCCR 35 (FB-L),POWER,LEAD;QB RUNS,,L,18
84,"01 NCCR OFF vs. MDUN (09/09/23), Play 014",14,,3,-37,3,8,8,,11,PEEK DOLPHIN LT F-JACK Z-BULLS,GUN,,DOLPHIN,,,,,,,,JILL-JACK,F-JACK Z-BULLS,PEEK,,BULLS-Z,BULLS-Z,,,,,P,SC,,4,19,Y,9/9/2023,9/9/2023,2,1,3,3:27,0,PUNT - DOWNED,PUNT,-35,-47,-37,6,3,3,8,8,8,1,P,0,COMPLETE,NCCR 04,NCCR 19,,0,14,11,3-0-1-1,2x2,3,8,2,3/3/2005,C,,M,NCCR 19,,,NCCR 79,,HB-L,HB-L (-6),R,1; NCCR 13 (HB-L),,,,,6
85,"01 NCCR OFF vs. MDUN (09/09/23), Play 015",15,,3,-45,1,10,0,,12,TRIPS LT OX SPIDER FOLLOW,GUN,,TRIPS,,OX,,,,,,,SPIDER FOLLOW,,BEETLE-SPIDER FOLLOW,,,,,,,R,,,4,4,N,9/9/2023,9/9/2023,2,1,1,2:40,0,PUNT - DOWNED,PUNT,-35,-47,-45,6,3,4,0,0,10,,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,4x0,,,1,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),MAN,LEAD;QB RUNS,,L;L,3
86,"01 NCCR OFF vs. MDUN (09/09/23), Play 016",16,,3,-45,2,10,2,,12,FLANK LT H-CREEP TIGER EDGE,GUN,,FLANK,,,,,CREEP-H,,,,TIGER EDGE,,BENGAL-TIGER EDGE,,,,,,,R,,,4,13,N,9/9/2023,9/9/2023,2,1,2,1:43,0,PUNT - DOWNED,PUNT,-35,-47,-45,6,3,5,2,2,10,,R,1,,NCCR 04,NCCR 13,,0,14,12,2-0-1-2,2x2,,,2,3/4/2004,C,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 13 (HB-L),COUNTER,CROSS LEAD,,L;L,2
87,"01 NCCR OFF vs. MDUN (09/09/23), Play 017",17,,3,-47,3,8,0,,12,PEEK TROLLY LT QR-TIGER,GUN,,TROLLY,,,,,,,,,QR-TIGER,PEEK,BENGAL-TIGER QR,,,,,,,R,,,4,4,N,9/9/2023,9/9/2023,2,1,3,0:59,0,PUNT - DOWNED,PUNT,-35,-47,-47,6,3,6,0,0,8,,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,3x1,,,1,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 13 (HB-L),COUNTER,CROSS LEAD;QB RUNS,,,3
88,"01 NCCR OFF vs. MDUN (09/09/23), Play 018",18,,4,-25,0,10,9,,13-F,(P) DEUCE LT NASTY SPIDER SLICE,PISTOL,,DEUCE,,NASTY,,,,,,,SPIDER SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,4,1,Y,9/9/2023,9/9/2023,2,2,1,11:09,0,KICKOFF - TB,PUNT,-25,-42,-25,5,4,1,9,9,10,,R,0,,NCCR 04,NCCR 01,,3,11,13,1-0-1-3,2x2,,,4,3/4/2004,L,,,,,,,,HB,HB (-7),L,1; NCCR 01 (HB),MAN,CROSS LEAD,,L;L;R,9
89,"01 NCCR OFF vs. MDUN (09/09/23), Play 019",19,,4,-34,2,1,6,,13-F,(P) DEUCE LT NASTY SPIDER SLICE,PISTOL,,DEUCE,,NASTY,,,,,,,SPIDER SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,4,0,Y,9/9/2023,9/9/2023,2,2,2,10:31,0,KICKOFF - TB,PUNT,-25,-42,-34,5,4,2,6,6,1,1,R,0,,NCCR 04,NCCR 00,,3,11,13,1-0-1-3,2x2,,,2,3/4/2004,L,,,,,,,,HB,HB (-7),L,1; NCCR 00 (HB),MAN,CROSS LEAD,,L;L;R,12
90,"01 NCCR OFF vs. MDUN (09/09/23), Play 020",20,,4,-40,1,10,5,,12,TROLLY RT SQUEEZE Z-JET N. Q-TAXI R-CUT,GUN,,TROLLY,,SQUEEZE,,,JET-Z,,,,N. Q TAXI R-CUT,,TAXI Q,,,,,,,R,,,4,4,Y,9/9/2023,9/9/2023,2,2,1,9:47,0,KICKOFF - TB,PUNT,-25,-42,-40,5,4,3,5,5,10,,R,0,,NCCR 04,NCCR 04,,3,11,12,2-0-1-2,1x3,,,0,3/4/2004,C,,,,,,,,HB-R,HB-R (-5),R,1; NCCR 00 (HB-R),PULL LEAD,QB RUNS,,,3
91,"01 NCCR OFF vs. MDUN (09/09/23), Play 021",21,,4,-45,2,5,0,,12,(P) FIB TRIX RT X-IN S. TEXAS MAX Z-SURF,PISTOL,X,TRIX,,,,,IN-X,,,TEXAS MAX,S. TEXAS MAX Z-SURF,,,SURF-Z,SURF-Z,,,,,P,I,DROP,4,19,N,9/9/2023,9/9/2023,2,2,2,9:02,0,KICKOFF - TB,PUNT,-25,-42,-45,5,4,4,,0,5,,P,0,INCOMPLETE,NCCR 04,,,3,11,12,2-0-1-2,1x3,3.5,,,3/4/2004,R,,M,NCCR 19,,,,,HB,HB (-7),,1; NCCR 00 (HB),UNDEFINED,,,R;R,1
92,"01 NCCR OFF vs. MDUN (09/09/23), Play 022",22,,4,-45,3,5,-3,,11,PEEK DOLPHIN RT F-JILL Z-BULLS,GUN,,DOLPHIN,,,,,,,,JILL-JACK,F-JILL Z-BULLS,PEEK,,BULLS-Z,BULLS-Z,,,,,P,SR,SACK,4,4,N,9/9/2023,9/9/2023,2,2,3,8:30,0,KICKOFF - TB,PUNT,-25,-42,-45,5,4,5,-3,-3,5,,P,0,SACK,NCCR 04,NCCR 04,,3,11,11,3-0-1-1,2x2,7.3,,,3/3/2005,R,,X,,,,NCCR 04; NCCR 52,,HB-R,HB-R (-5),R,1; NCCR 13 (HB-R),,,MDUN D03,,7
93,"01 NCCR OFF vs. MDUN (09/09/23), Play 023",23,,5,-25,0,10,3,,13-F,(P) FLANK LT TITE H-CREEP N. CINCY EDGE,PISTOL,,FLANK,,TITE,,,CREEP-H,,,,N. CINCY EDGE,,CINCY EDGE,,,,,,,R,,,4,1,N,9/9/2023,9/9/2023,2,2,1,3:25,0,KICKOFF - TB,DOWNS,-25,46,-25,5,5,1,3,3,10,,R,0,,NCCR 04,NCCR 01,,6,8,13,1-0-1-3,1x2,,,3,3/4/2004,L,,,,,,,,HB; FB-L,HB (-7); FB-L (-3),R,2; NCCR 01 (HB); NCCR 35 (FB-L),COUNTER,CROSS LEAD,,L;R,14
94,"01 NCCR OFF vs. MDUN (09/09/23), Play 024",24,,5,-28,2,7,20,,12,TROUBLE LT H-IN S. PITT COVER Z-CRACK,GUN,,TROUBLE,,,,,IN-H,,,,S. PITT COVER Z-CRACK,,PITT COVER,,,,,,,R,,,4,4,Y,9/9/2023,9/9/2023,2,2,2,2:44,0,KICKOFF - TB,DOWNS,-25,46,-28,5,5,2,20,20,7,1,R,0,,NCCR 04,NCCR 04,,6,8,12,2-0-1-2,2x1,,,5,3/4/2004,R,,,,,,,,HB-R; FB-L,HB-R (-6); FB-L (-4),L,2; NCCR 01 (HB-R); NCCR 18 (FB-L),COUNTER,CROSS LEAD;QB RUNS,,L,6
95,"01 NCCR OFF vs. MDUN (09/09/23), Play 025",25,,,-48,1,10,,,12,(U) TRIPS RT Z-IN N. PITT VEGAS Y-SHALLOW X-STUTTER,UNDER,,TRIPS,,,,,IN-Z,,,PITT RENO,N. PITT VEGAS Y-SHALLOW X-STUTTER,,,SHALLOW-Y STUTTER-X,SHALLOW-Y,STUTTER-X,,,,X,,PENALTY,4,,,9/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"01 NCCR OFF vs. MDUN (09/09/23), Play 026",26,,5,-43,1,15,2,,12,(P) DEUCE LT Z-JET SPIDER VEGAS Y-CULDESAC,PISTOL,,DEUCE,,,,,JET-Z,,,BEETLE-SPIDER RENO,SPIDER VEGAS Y-CULDESAC,,,,,,,CULDESAC-Y,,P,C,,4,18,N,9/9/2023,9/9/2023,2,2,1,1:56,2,KICKOFF - TB,DOWNS,-25,46,-43,5,5,3,2,2,15,,P,1,COMPLETE,NCCR 04,NCCR 18,,6,8,12,2-0-1-2,2x2,1.7,3,1,3/4/2004,L,,M,NCCR 18,,,,,HB,HB (-8),L,1; NCCR 00 (HB),MAN,,,L;R,17
97,"01 NCCR OFF vs. MDUN (09/09/23), Play 027",27,,5,-45,2,13,0,,12,FLANK LT N. TEXAS MAX Z-CAFE,GUN,,FLANK,,,,,,,,TEXAS MAX,N. TEXAS MAX Z-CAFE,,,CAFE-Z,CAFE-Z,,,,,P,I,,4,13,N,9/9/2023,9/9/2023,2,2,2,1:30,2,KICKOFF - TB,DOWNS,-25,46,-45,5,5,4,,0,13,,P,0,INCOMPLETE,NCCR 04,,,6,8,12,2-0-1-2,2x2,4.4,,,3/4/2004,L,,M,NCCR 13,,,NCCR 04,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),UNDEFINED,,,L;L,17
98,"01 NCCR OFF vs. MDUN (09/09/23), Play 028",28,,5,-45,3,13,9,,11,TROLLY RT FLY N. ERASER,GUN,,TROLLY,,,,,,,,,N. ERASER,,PENCIL-PAPER,ERASER,ERASER,,,,,R,,,4,4,N,9/9/2023,9/9/2023,2,2,3,1:24,2,KICKOFF - TB,DOWNS,-25,46,-45,5,5,5,9,9,13,,R,1,,NCCR 04,NCCR 04,,6,8,11,3-0-1-1,1x4,,,3,3/3/2005,L,,,,,,,,EMPTY,,R,,DRAW,QB RUNS,,,3
99,"01 NCCR OFF vs. MDUN (09/09/23), Play 029",29,,,46,4,4,,,12,FLANK LT THURSDAY,GUN,,FLANK,,,,,,,,,THURSDAY,THURSDAY,,,,,,,,X,,PENALTY,4,,,9/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"01 NCCR OFF vs. MDUN (09/09/23), Play 030",30,,6,-28,0,10,9,,12,FIB DEUCE LT SLOT Z-BOMBER SPIDER SLICE,GUN,X,DEUCE,,SLOT,,,BOMBER-Z,,,,SPIDER SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,4,1,Y,9/9/2023,9/9/2023,2,3,1,9:14,0,KICKOFF - RETURN,PUNT,-28,-41,-28,5,6,1,9,9,10,,R,0,,NCCR 04,NCCR 01,,17,-3,12,2-0-1-2,1x3,,,7,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 01 (HB-L),MAN,CROSS LEAD,,L;R,13
101,"01 NCCR OFF vs. MDUN (09/09/23), Play 031",31,,6,-37,2,1,8,,12,HAC DEUCE RT SLOT THURSDAY,GUN,,DEUCE,,SLOT,,,AC-H,,,,THURSDAY,THURSDAY,,,,,,,,P,C,,4,10,Y,9/9/2023,9/9/2023,2,3,2,8:44,0,KICKOFF - RETURN,PUNT,-28,-41,-37,5,6,2,8,8,1,1,P,0,COMPLETE,NCCR 04,NCCR 10,0,17,-3,12,2-0-1-2,3x1,2,4,0,3/4/2004,R,,L,NCCR 10,,(D) MDUN D04 DOF,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),,,,L;R,20
102,"01 NCCR OFF vs. MDUN (09/09/23), Play 032",32,,6,-45,1,10,1,,12,HAC DEUCE LT SLOT THURSDAY (CK. (P) S. CINCY),PISTOL,,DEUCE,,SLOT,,,AC-H,,,,S. CINCY,,CINCY,,,,,,,R,,,4,1,N,9/9/2023,9/9/2023,2,3,1,8:16,0,KICKOFF - RETURN,PUNT,-28,-41,-45,5,6,3,1,1,10,,R,0,,NCCR 04,NCCR 01,,17,-3,12,2-0-1-2,1x3,,,2,3/4/2004,L,,,,,,,,HB,HB (-7),L,1; NCCR 01 (HB),COUNTER,CROSS LEAD,,L;R,3
103,"01 NCCR OFF vs. MDUN (09/09/23), Play 033",33,,6,-46,2,9,0,,12,TRAIN RT OFF FRIDAY LIZZY SUN,GUN,,TRAIN,OFF,,,,,,,LIZZY-RIPPY,LIZZY SUN,,,SUN,SUN,,,,,P,I,,4,12,N,9/9/2023,9/9/2023,2,3,2,7:40,0,KICKOFF - RETURN,PUNT,-28,-41,-46,5,6,4,,0,9,,P,0,INCOMPLETE,NCCR 04,,,17,-3,12,2-0-1-2,1x3,2,,,3/4/2004,L,,L,NCCR 12,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),,,,R,12
104,"01 NCCR OFF vs. MDUN (09/09/23), Play 034",34,,6,-46,3,9,-5,,11,DAFFY LT Y-IN LOAD Y-DELAY STAR,GUN,,DAFFY,,,,,,,,LOAD-ROCK,LOAD Y-DELAY STAR,,,DELAY-Y STAR,DELAY-Y,STAR,,,,P,SACK,SACK,4,4,N,9/9/2023,9/9/2023,2,3,3,7:34,0,KICKOFF - RETURN,PUNT,-28,-41,-46,5,6,5,-5,-5,9,,P,0,SACK,NCCR 04,NCCR 04,,17,-3,11,3-0-1-1,2x2,2,,,3/3/2005,L,,X,,,,NCCR 79,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,MDUN D01,L,4
105,"01 NCCR OFF vs. MDUN (09/09/23), Play 035",35,,7,-20,0,10,16,,12,(P) DEUCE RT OFF CLASSY BEETLE RENO H-TRAIL,PISTOL,,DEUCE,OFF,,,,,,,BEETLE-SPIDER RENO,BEETLE RENO H-TRAIL,,,,,,,TRAIL-H,,P,C,,4,18,Y,9/9/2023,9/9/2023,2,3,1,3:18,0,INTERCEPTION,PUNT,-20,-35,-20,4,7,1,16,16,10,1,P,0,COMPLETE,NCCR 04,NCCR 18,,17,-3,12,2-0-1-2,2x2,2.5,1,1,3/4/2004,R,,R,NCCR 18,,,,,HB,HB (-7),L,1; NCCR 01 (HB),MAN,,,L;R,18
106,"01 NCCR OFF vs. MDUN (09/09/23), Play 036",36,,7,-36,1,10,2,,12,NINER BUG,GUN,,TRAIN,,,BILLY,,,,,,NINER BUG,NINER,BEETLE-SPIDER QK,,,,,,,R,,,4,1,N,9/9/2023,9/9/2023,2,3,1,3:12,0,INTERCEPTION,PUNT,-20,-35,-36,4,7,2,2,2,10,,R,0,,NCCR 04,NCCR 01,,17,-3,12,2-0-1-2,3x1,,,1,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),INSIDE ZONE,,,L;L,27
107,"01 NCCR OFF vs. MDUN (09/09/23), Play 037",37,,7,-38,2,8,0,,21,(P) FIB DEUCE LT SLOT Z-BOMBER SPIDER SLICE,PISTOL,X,DEUCE,,,,,BOMBER-Z,,,,SPIDER SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,4,0,N,9/9/2023,9/9/2023,2,3,2,2:29,0,INTERCEPTION,PUNT,-20,-35,-38,4,7,3,0,0,8,,R,0,,NCCR 04,NCCR 00,0,17,-3,12,2-0-1-2,1x3,,,3,3/4/2004,R,,,,,(D) ILF,,,HB,HB (-7),L,1; NCCR 00 (HB),MAN,CROSS LEAD,,L;R,4
108,"01 NCCR OFF vs. MDUN (09/09/23), Play 038",38,,7,-38,3,8,-3,,11,TROLLY LT TEQUILA (CK. ROCK PIN SPROLES),GUN,,TROLLY,,,,,,,,LOAD-ROCK,ROCK PIN SPROLES,TEQUILA,,PIN SPROLES,PIN,SPROLES,,,,P,SR,SACK,4,4,N,9/9/2023,9/9/2023,2,3,3,2:04,0,INTERCEPTION,PUNT,-20,-35,-38,4,7,4,-3,-3,8,,P,0,SACK,NCCR 04,NCCR 04,,17,-3,11,3-0-1-1,3x1,5.2,,,3/3/2005,R,,X,,,,NCCR 52; NCCR 76,,HB-R,HB-R (-5),,1; NCCR 00 (HB-R),,,MDUN D01,,7
109,"01 NCCR OFF vs. MDUN (09/09/23), Play 039",39,,8,-25,0,10,11,,21,(U) FIB TRIPS LT Z-IN S. PITT VEGAS Y-SHALLOW X-STUTTER,UNDER,X,TRIPS,,,,,IN-Z,,,PITT RENO,S. PITT VEGAS Y-SHALLOW X-STUTTER,,,SHALLOW-Y STUTTER-X,SHALLOW-Y,STUTTER-X,,,,P,C,,4,18,Y,9/9/2023,9/9/2023,2,4,1,11:55,0,KICKOFF - TB,INTERCEPTION,-25,28,-25,4,8,1,11,11,10,1,P,0,COMPLETE,NCCR 04,NCCR 18,,24,-10,12,2-0-1-2,3x1,3.4,9,4,3/4/2004,L,,M,NCCR 18,,,,,HB,HB (-6),R,1; NCCR 01 (HB),POWER,,,L;L,6
