#,Name,Play Number,QB Comment,Series,Field Position,Down,Distance,Gain,OFF Group,Personnel,The_Play,Backfield,FIB,Formation,Form Adj Y,Form Adj WR,Form Adj Bunch Stick,Empty,Motion,Motion 2,Motion 3,Protection,Play,Tempo,Run Concept,Pass Concept,Pass Concept 1,Pass Concept 2,Screen Concept,RPO1,ADDON 1,R/P,Pass Result,MOE,QB#,J#,EFF,gamedate,pff_GAMEDATE,pff_WEEK,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_2MINUTE,pff_DRIVESTARTEVENT,pff_DRIVEENDEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DRIVEENDFIELDPOSITION,pff_FIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GAINLOSSNET,pff_DISTANCE,pff_FIRST_DOWN_GAINED,pff_RUNPASS,pff_RUNPASSOPTION,pff_PASSRESULT,pff_QB,pff_BALLCARRIER,pff_PENALTYYARDS,pff_SCORE,pff_SCOREDIFFERENTIAL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNEL,pff_OFFFORMATIONGROUP,pff_TIMETOTHROW,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_DEFPERSONNEL,pff_HASH,pff_INTERCEPTION,pff_PASSDIRECTION,pff_PASSRECEIVERTARGET,Unnamed: 37,pff_PENALTY,pff_QBPRESSUREALLOWED,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_SACK,pff_TEALIGNMENT,pff_PLAYCLOCK
110,"01 NCCR OFF vs. MDUN (09/09/23), Play 040",40,,8,-36,1,10,-7,,12,DOT RT JACK Y-PUNCH DANCER,GUN,,DOT,,,,,,,,JILL-JACK,JACK Y-PUNCH DANCER,,,PUNCH-Y DANCER,PUNCH-Y,DANCER,,,,P,SACK,SACK,4,4,N,9/9/2023,9/9/2023,2,4,1,11:14,0,KICKOFF - TB,INTERCEPTION,-25,28,-36,4,8,2,-7,-7,10,,P,0,SACK,NCCR 04,NCCR 04,,24,-10,12,2-0-1-2,2x2,2.8,,,3/4/2004,R,,X,,,,NCCR 75,,HB-R,HB-R (-5),R,1; NCCR 01 (HB-R),,,MDUN D35,L;R,7
111,"01 NCCR OFF vs. MDUN (09/09/23), Play 041",41,,8,-29,2,17,48,,12,Z-TANGO RT SQUEEZE THURSDAY (CK. JACK Y-MESH),GUN,,TANGO,,SQUEEZE,,,,,,JILL-JACK,JACK Y-MESH,THURSDAY,,MESH-Y,MESH-Y,,,,,P,SR,,4,4,Y,9/9/2023,9/9/2023,2,4,2,10:28,0,KICKOFF - TB,INTERCEPTION,-25,28,-29,4,8,3,48,48,17,1,P,0,RUN,NCCR 04,NCCR 04,,24,-10,12,2-0-1-2,3x1,4.8,,4,3/4/2004,R,,X,,,,,C,HB-R,HB-R (-5),R,1; NCCR 01 (HB-R),,,,R,2
112,"01 NCCR OFF vs. MDUN (09/09/23), Play 042",42,,8,23,1,10,0,,21,FIB DEUCE RT SLOT Z-BOMBER BEETLE SLICE,GUN,X,DEUCE,,SLOT,,,BOMBER-Z,,,,BEETLE SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,4,1,N,9/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"01 NCCR OFF vs. MDUN (09/09/23), Play 043",43,,8,28,2,15,,,12,H-TORCH LT H-IN N. GOLFER SAIL,GUN,,TORCH,,,,,IN-H,,,GOLFER,N. GOLFER SAIL,,,SAIL,SAIL,,,,,P,INT,INT,4,18,,9/9/2023,9/9/2023,2,4,1,9:30,0,KICKOFF - TB,INTERCEPTION,-25,28,28,4,8,4,,0,15,,P,0,INTERCEPTION,NCCR 04,,,24,-10,12,2-0-1-2,1x3,1.6,,,3/4/2004,L,MDUN D19,L,NCCR 18,,,,,HB-L,HB-L (-5),,1; NCCR 00 (HB-L),,,,R,19
114,"01 NCCR OFF vs. MDUN (09/09/23), Play 044",44,,9,-25,0,10,0,,12,FIB DOT RT CLASSY S. TEXAS Z-DIG H-TSUNAMI,GUN,X,DOT,,CLASSY,,,,,,TEXAS,S. TEXAS Z-DIG H-TSUNAMI,,,DIG-Z TSUNAMI-H,DIG-Z,TSUNAMI-H,,,,P,I,DROP,4,1,N,9/9/2023,9/9/2023,2,4,1,8:06,0,KICKOFF - TB,FUMBLE,-25,-43,-25,6,9,1,,0,10,,P,0,INCOMPLETE,NCCR 04,,,31,-17,12,2-0-1-2,2x2,3.7,,,3/4/2004,L,,L,NCCR 01,,,NCCR 79,,HB-R,HB-R (-6),L,1; NCCR 01 (HB-R),INSIDE ZONE,,,L;R,17
115,"01 NCCR OFF vs. MDUN (09/09/23), Play 045",45,,9,-25,2,10,16,,12,FLANK LT LOAD U-TURN LOOKIE,GUN,,FLANK,,,,,,,,LOAD-ROCK,LOAD U-TURN LOOKIE,,,U-TURN LOOKIE,U-TURN,LOOKIE,,,,P,C,,4,19,Y,9/9/2023,9/9/2023,2,4,2,7:59,0,KICKOFF - TB,FUMBLE,-25,-43,-25,6,9,2,16,16,10,1,P,0,COMPLETE,NCCR 04,NCCR 19,,31,-17,12,2-0-1-2,2x2,1.8,6,1,3/4/2004,L,,M,NCCR 19,,,NCCR 50,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,,L;L,12
116,"01 NCCR OFF vs. MDUN (09/09/23), Play 046",46,,9,-41,1,10,0,,12,FLANK LT CLASSY LOAD Z-RAILROAD,GUN,,FLANK,,CLASSY,,,,,,LOAD-ROCK,LOAD Z-RAILROAD,,,RAILROAD-Z,RAILROAD-Z,,,,,P,I,DROP,4,86,N,9/9/2023,9/9/2023,2,4,1,7:33,0,KICKOFF - TB,FUMBLE,-25,-43,-41,6,9,3,,0,10,,P,0,INCOMPLETE,NCCR 04,,,31,-17,12,2-0-1-2,2x2,3,,,3/4/2004,L,,M,NCCR 86,,,,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,,L;L,21
117,"01 NCCR OFF vs. MDUN (09/09/23), Play 047",47,,9,-41,2,10,15,,12,DOT LT JILL Y-PUNCH DANCER,GUN,,DOT,,,,,,,,JILL-JACK,JILL Y-PUNCH DANCER,,,PUNCH-Y DANCER,PUNCH-Y,DANCER,,,,P,X,,4,12,Y,9/9/2023,9/9/2023,2,4,1,7:33,0,KICKOFF - TB,FUMBLE,-25,-43,-41,6,9,3,,0,10,,P,0,INCOMPLETE,NCCR 04,,,31,-17,12,2-0-1-2,2x2,3,,,3/4/2004,L,,M,NCCR 86,,,,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,,L;L,21
118,"01 NCCR OFF vs. MDUN (09/09/23), Play 048",48,,9,44,1,10,0,,12,DOT LT JILL Y-PUNCH DANCER,GUN,,DOT,,,,,,,,JILL-JACK,JILL Y-PUNCH DANCER,,,PUNCH-Y DANCER,PUNCH-Y,DANCER,,,,P,I,,4,0,N,9/9/2023,9/9/2023,2,4,1,6:55,0,KICKOFF - TB,FUMBLE,-25,-43,44,6,9,4,,0,10,,P,0,INCOMPLETE,NCCR 04,,,31,-17,12,2-0-1-2,2x2,2.6,,,3/4/2004,L,,M,NCCR 00,,,NCCR 75,,HB-L,HB-L (-5),,1; NCCR 00 (HB-L),,,,L;R,10
119,"01 NCCR OFF vs. MDUN (09/09/23), Play 049",49,,9,44,2,10,-2,,12,TROLLY RT FLY N. ERASER,GUN,,TROLLY,,,,,,,FLY,,N. ERASER,,PENCIL-PAPER,ERASER,ERASER,,,,,R,,,4,4,N,9/9/2023,9/9/2023,2,4,2,6:49,0,KICKOFF - TB,FUMBLE,-25,-43,44,6,9,5,-2,-2,10,,R,1,,NCCR 04,NCCR 04,,31,-17,12,2-0-1-2,1x4,,,0,3/4/2004,L,,,,,,,,EMPTY,,R,,DRAW,QB RUNS,,,15
120,"01 NCCR OFF vs. MDUN (09/09/23), Play 050",50,,9,46,3,12,-5,,12,TRAIN RT OFF THURSDAY (CK. BEETLE STRAIGHT),GUN,,TRAIN,OFF,,,,,,,,BEETLE STRAIGHT,THURSDAY,BEETLE-SPIDER STRAIGHT,,,,,STRAIGHT,,R,,FUMBLE,4,4,N,9/9/2023,9/9/2023,2,4,3,6:06,0,KICKOFF - TB,FUMBLE,-25,-43,46,6,9,6,-5,-11,12,,R,1,,NCCR 04,NCCR 04,,31,-17,12,2-0-1-2,1x3,,,0,3/3/2005,C,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 00 (HB-R),INSIDE ZONE,READ OPTION,,R,4
121,"01 NCCR OFF vs. MDUN (09/09/23), Play 051",51,,10,-25,0,10,12,,12,FLANK LT QK JILL SPACING LOOKIE,GUN,,FLANK,,,,,,,,JILL-JACK QK,QK JILL SPACING LOOKIE,,,SPACING LOOKIE,SPACING,LOOKIE,,,,P,C,,11,19,Y,9/9/2023,9/9/2023,2,4,1,4:35,0,KICKOFF - TB,TOUCHDOWN,-25,0,-25,9,10,1,12,12,10,1,P,0,COMPLETE,NCCR 11,NCCR 19,,38,-24,12,2-0-1-2,2x2,1.6,4,2,3/4/2004,L,,M,NCCR 19,,,,,HB-L,HB-L (-5),,1; NCCR 00 (HB-L),,,,L;L,15
122,"01 NCCR OFF vs. MDUN (09/09/23), Play 052",52,,10,-37,1,10,5,,12,DOT RT CLASSY QK JACK SPACING HERO,GUN,,DOT,,CLASSY,,,,,,JILL-JACK QK,QK JACK SPACING HERO,,,SPACING HERO,SPACING,HERO,,,,P,C,,11,12,Y,9/9/2023,9/9/2023,2,4,1,4:11,0,KICKOFF - TB,TOUCHDOWN,-25,0,-37,9,10,2,5,5,10,,P,0,COMPLETE,NCCR 11,NCCR 12,,38,-24,12,2-0-1-2,2x2,1.9,0,0,3/4/2004,C,,M,NCCR 12,,,,,HB-R,HB-R (-5),,1; NCCR 00 (HB-R),,,,L;R,22
123,"01 NCCR OFF vs. MDUN (09/09/23), Play 053",53,,10,-42,2,5,0,,12,TRIPS RT BEETLE,GUN,,TRIPS,,,,,,,,,BEETLE,,BEETLE-SPIDER,,,,,,,R,,,11,0,N,9/9/2023,9/9/2023,2,4,2,3:44,0,KICKOFF - TB,TOUCHDOWN,-25,0,-42,9,10,3,0,0,5,,R,0,,NCCR 11,NCCR 00,,38,-24,12,2-0-1-2,1x3,,,0,3/4/2004,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 00 (HB-R),MAN,,,R;R,23
124,"01 NCCR OFF vs. MDUN (09/09/23), Play 054",54,,10,-42,3,5,3,,12,BUMP FLANK RT CLASSY ROCK Z-RAILROAD,GUN,,FLANK,,CLASSY,,,,,BUMP,LOAD-ROCK,ROCK Z-RAILROAD,,,RAILROAD-Z,RAILROAD-Z,,,,,P,C,,11,19,N,9/9/2023,9/9/2023,2,4,3,3:09,0,KICKOFF - TB,TOUCHDOWN,-25,0,-42,9,10,4,3,3,5,,P,0,COMPLETE,NCCR 11,NCCR 19,,38,-24,12,2-0-1-2,2x2,2.6,2,1,3/4/2004,C,,M,NCCR 19,,,,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,R;R,11
125,"01 NCCR OFF vs. MDUN (09/09/23), Play 055",55,,10,-45,4,2,16,,12,BUMP FLANK RT CLASSY ROCK U-TURN LOOKIE,GUN,,FLANK,,CLASSY,,,,,BUMP,LOAD-ROCK,ROCK U-TURN LOOKIE,,,U-TURN LOOKIE,U-TURN,LOOKIE,,,,P,C,,11,12,Y,9/9/2023,9/9/2023,2,4,4,2:38,0,KICKOFF - TB,TOUCHDOWN,-25,0,-45,9,10,5,16,16,2,1,P,0,COMPLETE,NCCR 11,NCCR 12,,38,-24,12,2-0-1-2,2x2,1.8,9,9,3/4/2004,R,,M,NCCR 12,,,,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,R;R,17
126,"01 NCCR OFF vs. MDUN (09/09/23), Play 056",56,,10,39,1,10,37,,12,DOT LT JILL Y-PUNCH DANCER,GUN,,DOT,,,,,,,,JILL-JACK,JILL Y-PUNCH DANCER,,,PUNCH-Y DANCER,PUNCH-Y,DANCER,,,,P,C,,11,12,Y,9/9/2023,9/9/2023,2,4,1,2:14,0,KICKOFF - TB,TOUCHDOWN,-25,0,39,9,10,6,37,37,10,1,P,0,COMPLETE,NCCR 11,NCCR 12,0,38,-24,12,2-0-1-2,2x2,2.7,5,3,3/4/2004,L,,L,NCCR 12,,(D) MDUN D35 DOF,NCCR 75,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L;R,25
127,"01 NCCR OFF vs. MDUN (09/09/23), Play 057",57,,10,2,1,2,0,,12,TRIPS RT OX THURSDAY (CK. F-S. SPEEDO),GUN,,TRIPS,,,,,,,,,F-S. SPEEDO,THURSDAY,SPEEDO,,,,,,,R,,,11,11,N,9/9/2023,9/9/2023,2,4,1,1:45,0,KICKOFF - TB,TOUCHDOWN,-25,0,2,9,10,7,0,0,2,,R,0,,NCCR 11,NCCR 11,,38,-24,12,2-0-1-2,0x4,,,3,3/4/2004,L,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 13 (HB-R),OUTSIDE ZONE,SPEED OPTION,,R;R,
128,"01 NCCR OFF vs. MDUN (09/09/23), Play 058",58,,10,2,2,2,1,,13-F,(P) DOT LT SLOT Z-PLANE ROACH Z-SLICE,PISTOL,,DOT,,SLOT,,,PLANE-Z,,,,ROACH Z-SLICE,,ROACH-LEEECH SLICE,,,,,,,R,,,11,28,Y,9/9/2023,9/9/2023,2,4,2,1:40,0,KICKOFF - TB,TOUCHDOWN,-25,0,2,9,10,8,1,1,2,,R,0,,NCCR 11,NCCR 28,,38,-24,13,1-0-1-3,1x3,,,1,3/4/2004,L,,,,,,,,HB,HB (-7),L,1; NCCR 28 (HB),MAN,CROSS LEAD,,L;R,16
129,"01 NCCR OFF vs. MDUN (09/09/23), Play 059",59,,10,1,3,1,1,,13-F,(P) DOT LT SLOT Z-PLANE ROACH Z-SLICE,PISTOL,,DOT,,SLOT,,,PLANE-Z,,,,ROACH Z-SLICE,,ROACH-LEEECH SLICE,,,,,,,R,,,11,28,Y,9/9/2023,9/9/2023,2,4,3,1:26,0,KICKOFF - TB,TOUCHDOWN,-25,0,1,9,10,9,1,1,1,1,R,0,,NCCR 11,NCCR 28,,38,-24,13,1-0-1-3,1x3,,,4,3/4/2004,L,,,,,,,,HB,HB (-6),L,1; NCCR 28 (HB),MAN,CROSS LEAD,,L;R,20
130,"01 NCCR OFF vs. MDUN (09/09/23), Play 060",60,,10,3,5,3,0,,11,TRAIN RT 1 R-HOME JILL BRANCH SLICK,GUN,,TRAIN,,1,,,,,HOME-R,JILL-JACK,JILL BRANCH SLICK,,,BRANCH SLICK,BRANCH,SLICK,,,,P,SI,,11,19,N,9/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"01 NCCR OFF vs. SCST (09/02/23), Play 001",1,,1,-34,0,10,-2,,11,DAFFY RT Y-IN IRON,GUN,,DAFFY,,,,,IN-Y,,,,IRON,,IRON-STEEL,,,,,,,R,,,4,13,N,9/2/2023,9/2/2023,1,1,1,14:52,0,KICKOFF - RETURN,PUNT,-34,-40,-34,3,1,1,-2,-2,10,,R,1,,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,2x2,,,1,4/4/2003,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),POWER,,,R,2
2,"01 NCCR OFF vs. SCST (09/02/23), Play 002",2,,1,-32,2,12,-3,,11,DOLPHIN RT FLY S. ERASER,GUN,,DOLPHIN,,,,,,,FLY,,S. ERASER,,PENCIL-PAPER,ERASER,ERASER,,,,,P,,,4,13,N,9/2/2023,9/2/2023,1,1,2,14:25,0,KICKOFF - RETURN,PUNT,-34,-40,-32,3,1,2,-3,-3,12,,P,0,COMPLETE,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,3x2,1.3,2,2,4/4/2003,R,,M,NCCR 13,,,,,EMPTY,,,,,,,,19
3,"01 NCCR OFF vs. SCST (09/02/23), Play 003",3,,1,-29,3,15,11,,11,DAFFY LT THURSDAY (Y-IN JILL MARS ANKLE),GUN,,DAFFY,,,,,IN-Y,,,JILL-JACK,JILL MARS ANKLE,THURSDAY,,MARS ANKLE,MARS,ANKLE,,,,P,,,4,10,N,9/2/2023,9/2/2023,1,1,3,13:37,0,KICKOFF - RETURN,PUNT,-34,-40,-29,3,1,3,11,11,15,,P,0,COMPLETE,NCCR 04,NCCR 10,,0,0,11,3-0-1-1,2x2,2.3,2,0,4/3/2004,L,,M,NCCR 10,,,,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,L,2
4,"01 NCCR OFF vs. SCST (09/02/23), Play 004",4,,2,-25,0,10,-2,,11,(U) FIB DBL RT OFF H-JET WOLF GARBAGE Z-CRACK,UNDER,X,DBL,OFF,,,,JET-H,,,,WOLF GARBAGE Z-CRACK,,WOLF-JAGUAR SWEEP,,,,,,CRACK-Z,R,,,4,10,N,9/2/2023,9/2/2023,1,1,1,6:37,0,PUNT - OOB,PUNT,-25,-29,-25,3,2,1,-2,-2,10,,R,0,,NCCR 04,NCCR 10,,0,0,11,3-0-1-1,2x2,,,2,4/4/2003,L,,,,,,,,HB,HB (-7),L,1; NCCR 13 (HB),TRICK,MISDIRECTION,,R,21
5,"01 NCCR OFF vs. SCST (09/02/23), Play 005",5,,2,-23,2,12,4,,11F,DUO RT NASTY SPIDER CUT HERO,GUN,,DUO,,NASTY,,,,,,,SPIDER CUT HERO,,BEETLE-SPIDER CUT,HERO,HERO,,,,,R,,,4,13,N,9/2/2023,9/2/2023,1,1,2,6:05,0,PUNT - OOB,PUNT,-25,-29,-23,3,2,2,4,4,12,,R,1,,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,2x1,,,4,4/4/2003,R,,,,,,,,HB-L; FB-R,HB-L (-5); FB-R (-4),R,2; NCCR 13 (HB-L); NCCR 35 (FB-R),INSIDE ZONE,SPLIT,,,14
6,"01 NCCR OFF vs. SCST (09/02/23), Play 006",6,,,-27,3,8,,,11,BUMP TROLLY LT THURSDAY,GUN,,TROLLY,,,,,,,BUMP,,THURSDAY,THURSDAY,,,,,,,,X,,PENALTY,4,,N,9/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"01 NCCR OFF vs. SCST (09/02/23), Play 007",7,,2,-22,3,13,9,,11,TROLLY LT Y-PLANE BEETLE CUT,GUN,,TROLLY,,,,,PLANE-Y,,,,BEETLE CUT,,BEETLE-SPIDER CUT,,,,,,,R,,,4,13,N,9/2/2023,9/2/2023,1,1,3,5:11,0,PUNT - OOB,PUNT,-25,-29,-22,3,2,3,7,7,13,,R,0,,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,3x1,,,0,4/3/2004,C,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 13 (HB-R),INSIDE ZONE,SPLIT,,,8
8,"01 NCCR OFF vs. SCST (09/02/23), Play 008",8,,3,-10,0,10,,,21,(U) TRIPS LT Z-CAN S. PITT,UNDER,,TRIPS,,,,,CAN-Z,,,,S. PITT,,PITT,,,,,,,X,,PENALTY,4,28,N,9/2/2023,9/2/2023,1,1,1,2:41,0,PUNT - OOB,INTERCEPTION,-10,-12,-10,3,3,1,7,-1,10,,R,0,,NCCR 04,NCCR 28,-8,0,0,12,2-0-1-2,2x2,,,5,4/3/2004,R,,,,,NCCR 50 UNR,,,HB,HB (-7),L,1; NCCR 28 (HB),POWER,,,L;L,14
9,"01 NCCR OFF vs. SCST (09/02/23), Play 009",9,,3,-7,2,13,5,,21,(U) TRIPS LT Z-CAN S. PITT,UNDER,,TRIPS,,,,,CAN-Z,,,,S. PITT,,PITT,,,,,,,R,,,4,28,N,9/2/2023,9/2/2023,1,1,2,2:25,0,PUNT - OOB,INTERCEPTION,-10,-12,-7,3,3,2,4,5,13,,R,0,,NCCR 04,NCCR 28,,0,0,12,2-0-1-2,2x2,,,1,4/4/2003,R,,,,,,,,HB,HB (-6),L,1; NCCR 28 (HB),POWER,,,L;L,18
10,"01 NCCR OFF vs. SCST (09/02/23), Play 010",10,,3,-12,3,8,,,11,BUMP DUAL RT CLASSY ROCK H-RAILROAD,GUN,,DUAL,,CLASSY,,,,,BUMP,LOAD-ROCK,ROCK H-RAILROAD,,,RAILROAD-H,RAILROAD-H,,,,,P,INT,INT,4,10,N,9/2/2023,9/2/2023,1,1,3,1:32,0,PUNT - OOB,INTERCEPTION,-10,-12,-12,3,3,3,,0,8,,P,0,INTERCEPTION,NCCR 04,,15,0,0,11,3-0-1-1,2x2,4.1,,,4/3/2004,R,SCST D25,M,NCCR 10,,SCST D56 UNSd,NCCR 50; NCCR 79,,HB-R,HB-R (-5),,1; NCCR 01 (HB-R),,,,R,20
11,"01 NCCR OFF vs. SCST (09/02/23), Play 011",11,,4,-31,0,10,4,,21,STEP DEUCE RT SLOT BEETLE SLICE,GUN,,DEUCE,,SLOT,,,STEP,,,,BEETLE SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,4,1,Y,9/2/2023,9/2/2023,1,2,1,13:45,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,-31,8,4,1,4,4,10,,R,0,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,3x1,,,1,4/4/2003,R,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,SPLIT,,L;R,14
12,"01 NCCR OFF vs. SCST (09/02/23), Play 012",12,,4,-35,2,6,14,,21,FLEX RT H-IN N. PITT HERO,GUN,,FLEX,,,,,IN-H,,,,N. PITT HERO,,PITT,HERO,HERO,,,,,R,,,4,1,Y,9/2/2023,9/2/2023,1,2,2,13:15,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,-35,8,4,2,14,14,6,1,R,0,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,2x2,,,0,4/4/2003,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 01 (HB-L),POWER,,,R,16
13,"01 NCCR OFF vs. SCST (09/02/23), Play 013",13,,4,-49,1,10,12,,21,FLEX RT H-IN N. PITT HERO,GUN,,FLEX,,,,,IN-H,,,,N. PITT HERO,,PITT,HERO,HERO,,,,,R,,,4,1,Y,9/2/2023,9/2/2023,1,2,1,12:48,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,-49,8,4,3,12,12,10,1,R,1,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,2x2,,,11,4/4/2003,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),POWER,,,R,21
14,"01 NCCR OFF vs. SCST (09/02/23), Play 014",14,,4,39,1,10,7,,21,FLEX RT H-IN N. PITT HERO,GUN,,FLEX,,,,,IN-H,,,,N. PITT HERO,,PITT,HERO,HERO,,,,,R,,,4,13,Y,9/2/2023,9/2/2023,1,2,1,12:12,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,39,8,4,4,7,7,10,,R,1,,NCCR 04,NCCR 13,,0,-3,12,2-0-1-2,2x2,,,4,4/4/2003,C,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),POWER,,,R,12
15,"01 NCCR OFF vs. SCST (09/02/23), Play 015",15,#35 BLOCK,4,32,2,3,22,,21,FLEX RT H-IN BEETLE STRAIGHT CRACK,GUN,,FLEX,,,,,IN-H,,,,BEETLE STRAIGHT CRACK,,BEETLE-SPIDER STRAIGHT,,,,,,CRACK,R,,,4,4,Y,9/2/2023,9/2/2023,1,2,2,11:33,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,32,8,4,5,22,22,3,1,R,1,,NCCR 04,NCCR 04,,0,-3,12,2-0-1-2,2x2,,,0,4/4/2003,C,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 13 (HB-R),MAN,READ OPTION,,R,10
16,"01 NCCR OFF vs. SCST (09/02/23), Play 016",16,,4,10,1,10,7,,21,DEUCE RT Z-PLANE LEECH Z-SLICE,GUN,,DEUCE,,,,,PLANE-Z,,,,LEECH Z-SLICE,,ROACH-LEECH SLICE,,,,,,,R,,,4,13,Y,9/2/2023,9/2/2023,1,2,1,10:53,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,10,8,4,6,7,7,10,,R,0,,NCCR 04,NCCR 13,,0,-3,12,2-0-1-2,3x1,,,2,4/4/2003,R,,,,,,,,HB-R,HB-R (-5),R,1; NCCR 13 (HB-R),MAN,SPLIT,,L;R,6
17,"01 NCCR OFF vs. SCST (09/02/23), Play 017",17,,4,3,2,3,1,,21,DEUCE RT Z-PLANE LEECH Z-SLICE,GUN,,DEUCE,,,,,PLANE-Z,,,,LEECH Z-SLICE,,ROACH-LEECH SLICE,,,,,,,R,,,4,1,N,9/2/2023,9/2/2023,1,2,2,10:27,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,3,8,4,7,1,1,3,,R,0,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,3x1,,,3,4/4/2003,R,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,SPLIT,,L;R,21
18,"01 NCCR OFF vs. SCST (09/02/23), Play 018",18,,4,2,3,2,,,21,DEUCE RT SLOT THURSDAY,GUN,,DEUCE,,SLOT,,,,,,,THURSDAY,THURSDAY,,,,,,,,X,DEF PENALTY,,4,19,Y,9/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"01 NCCR OFF vs. SCST (09/02/23), Play 019",19,,4,1,3,1,1,,12,(PEEK) DEUCE RT SLOT LION OLY,GUN,,DEUCE,,SLOT,,,,,,,LION OLY,PEEK,BEAR-LION OMAR,,,,,,,R,,,4,4,Y,9/2/2023,9/2/2023,1,2,3,9:59,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,1,8,4,8,1,1,1,1,R,0,,NCCR 04,NCCR 04,,0,-3,12,2-0-1-2,3x1,,,0,4/4/2003,R,,,,,,,,HB-L,HB-L (-5),L,1; NCCR 01 (HB-L),OUTSIDE ZONE,SPEED OPTION,,L;R,10
20,"01 NCCR OFF vs. SCST (09/02/23), Play 020",20,,5,-25,0,10,8,,21,DEUCE LT SLOT LEECH MIKE,GUN,,DEUCE,,SLOT,,,,,,,LEECH MIKE,,ROACH-LEECH MIKE,,,,,,,R,,,4,1,Y,9/2/2023,9/2/2023,1,2,1,8:26,0,PUNT - FC,TOUCHDOWN,-25,0,-25,9,5,1,8,8,10,,R,0,,NCCR 04,NCCR 01,,7,4,12,2-0-1-2,1x3,,,2,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,LEAD,,L;R,23
21,"01 NCCR OFF vs. SCST (09/02/23), Play 021",21,,5,-33,2,2,1,,21,FLEX LT H-IN SPIDER STRAIGHT CRACK,GUN,,FLEX,,,,,IN-H,,,,SPIDER STRAIGHT CRACK,,BEETLE-SPIDER STRAIGHT,,,,,,CRACK,P,,,4,81,N,9/2/2023,9/2/2023,1,2,2,7:55,0,PUNT - FC,TOUCHDOWN,-25,0,-33,9,5,2,1,1,2,,P,1,COMPLETE,NCCR 04,NCCR 81,,7,4,12,2-0-1-2,2x2,2.6,1,0,4/4/2003,L,,L,NCCR 81,,,,,HB-L,HB-L (-6),,1; NCCR 01 (HB-L),MAN,,,L,15
