pff_GAMEDATE,pff_WEEK,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_2MINUTE,pff_DRIVESTARTEVENT,pff_DRIVEENDEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DRIVEENDFIELDPOSITION,pff_FIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GAINLOSSNET,pff_DISTANCE,pff_FIRST_DOWN_GAINED,pff_RUNPASS,pff_RUNPASSOPTION,pff_PASSRESULT,pff_QB,pff_BALLCARRIER,pff_PENALTYYARDS,pff_SCORE,pff_SCOREDIFFERENTIAL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNEL,pff_OFFFORMATIONGROUP,pff_TIMETOTHROW,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_DEFPERSONNEL,pff_HASH,pff_INTERCEPTION,pff_PASSDIRECTION,pff_PASSRECEIVERTARGET,,pff_PENALTY,pff_QBPRESSUREALLOWED,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_SACK,pff_TEALIGNMENT,pff_PLAYCLOCK
9/2/2023,1,1,1,14:52,0,KICKOFF - RETURN,PUNT,-34,-40,-34,3,1,1,-2,-2,10,,R,1,,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,2x2,,,1,4/4/2003,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),POWER,,,R,2
9/2/2023,1,1,2,14:25,0,KICKOFF - RETURN,PUNT,-34,-40,-32,3,1,2,-3,-3,12,,P,0,COMPLETE,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,3x2,1.3,2,2,4/4/2003,R,,M,NCCR 13,,,,,EMPTY,,,,,,,,19
9/2/2023,1,1,3,13:37,0,KICKOFF - RETURN,PUNT,-34,-40,-29,3,1,3,11,11,15,,P,0,COMPLETE,NCCR 04,NCCR 10,,0,0,11,3-0-1-1,2x2,2.3,2,0,4/3/2004,L,,M,NCCR 10,,,,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,L,2
9/2/2023,1,1,4,12:54,0,,,,,-40,,,,44,44,4,,,0,,,,,0,0,,,,,,,,R,,,,,,,,R,,,,,,,,5
9/2/2023,1,1,1,6:37,0,PUNT - OOB,PUNT,-25,-29,-25,3,2,1,-2,-2,10,,R,0,,NCCR 04,NCCR 10,,0,0,11,3-0-1-1,2x2,,,2,4/4/2003,L,,,,,,,,HB,HB (-7),L,1; NCCR 13 (HB),TRICK,MISDIRECTION,,R,21
9/2/2023,1,1,2,6:05,0,PUNT - OOB,PUNT,-25,-29,-23,3,2,2,4,4,12,,R,1,,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,2x1,,,4,4/4/2003,R,,,,,,,,HB-L; FB-R,HB-L (-5); FB-R (-4),R,2; NCCR 13 (HB-L); NCCR 35 (FB-R),INSIDE ZONE,SPLIT,,,14
9/2/2023,1,1,3,5:29,0,,,,,-27,,,,,-5,8,,X,0,,NCCR 04,,-5,0,0,11,3-0-1-1,3x1,,,,4/3/2004,C,,,,,NCCR 12 FST,,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,,13
9/2/2023,1,1,3,5:11,0,PUNT - OOB,PUNT,-25,-29,-22,3,2,3,7,7,13,,R,0,,NCCR 04,NCCR 13,,0,0,11,3-0-1-1,3x1,,,0,4/3/2004,C,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 13 (HB-R),INSIDE ZONE,SPLIT,,,8
9/2/2023,1,1,4,4:19,0,,,,,-29,,,,,-5,6,,,0,,,,-5,0,0,,,,,,,,C,,,,,NCCR S44 DOG,,,L,,,,,,,,0
9/2/2023,1,1,4,4:19,0,,,,,-24,,,,24,24,11,,,0,,,,,0,0,,,,,,,,C,,,,,,,,L,,,,,,,,11
9/2/2023,1,1,1,2:41,0,PUNT - OOB,INTERCEPTION,-10,-12,-10,3,3,1,7,-1,10,,R,0,,NCCR 04,NCCR 28,-8,0,0,12,2-0-1-2,2x2,,,5,4/3/2004,R,,,,,NCCR 50 UNR,,,HB,HB (-7),L,1; NCCR 28 (HB),POWER,,,L;L,14
9/2/2023,1,1,2,2:25,0,PUNT - OOB,INTERCEPTION,-10,-12,-7,3,3,2,4,5,13,,R,0,,NCCR 04,NCCR 28,,0,0,12,2-0-1-2,2x2,,,1,4/4/2003,R,,,,,,,,HB,HB (-6),L,1; NCCR 28 (HB),POWER,,,L;L,18
9/2/2023,1,1,3,1:32,0,PUNT - OOB,INTERCEPTION,-10,-12,-12,3,3,3,,0,8,,P,0,INTERCEPTION,NCCR 04,,15,0,0,11,3-0-1-1,2x2,4.1,,,4/3/2004,R,SCST D25,M,NCCR 10,,SCST D56 UNSd,NCCR 50; NCCR 79,,HB-R,HB-R (-5),,1; NCCR 01 (HB-R),,,,R,20
9/2/2023,1,2,1,13:45,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,-31,8,4,1,4,4,10,,R,0,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,3x1,,,1,4/4/2003,R,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,SPLIT,,L;R,14
9/2/2023,1,2,2,13:15,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,-35,8,4,2,14,14,6,1,R,0,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,2x2,,,0,4/4/2003,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 01 (HB-L),POWER,,,R,16
9/2/2023,1,2,1,12:48,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,-49,8,4,3,12,12,10,1,R,1,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,2x2,,,11,4/4/2003,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),POWER,,,R,21
9/2/2023,1,2,1,12:12,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,39,8,4,4,7,7,10,,R,1,,NCCR 04,NCCR 13,,0,-3,12,2-0-1-2,2x2,,,4,4/4/2003,C,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),POWER,,,R,12
9/2/2023,1,2,2,11:33,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,32,8,4,5,22,22,3,1,R,1,,NCCR 04,NCCR 04,,0,-3,12,2-0-1-2,2x2,,,0,4/4/2003,C,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 13 (HB-R),MAN,READ OPTION,,R,10
9/2/2023,1,2,1,10:53,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,10,8,4,6,7,7,10,,R,0,,NCCR 04,NCCR 13,,0,-3,12,2-0-1-2,3x1,,,2,4/4/2003,R,,,,,,,,HB-R,HB-R (-5),R,1; NCCR 13 (HB-R),MAN,SPLIT,,L;R,6
9/2/2023,1,2,2,10:27,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,3,8,4,7,1,1,3,,R,0,,NCCR 04,NCCR 01,,0,-3,12,2-0-1-2,3x1,,,3,4/4/2003,R,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,SPLIT,,L;R,21
9/2/2023,1,2,3,10:05,0,,,,,2,,,,,1,2,,P,0,INCOMPLETE,NCCR 04,,1,0,-3,12,2-0-1-2,3x1,2,,,4/4/2003,R,,M,NCCR 19,,SCST D44 DOF,,,HB-R,HB-R (-5),R,1; NCCR 01 (HB-R),,,,L;R,24
9/2/2023,1,2,3,9:59,0,KICKOFF - RETURN,TOUCHDOWN,-31,0,1,8,4,8,1,1,1,1,R,0,,NCCR 04,NCCR 04,,0,-3,12,2-0-1-2,3x1,,,0,4/4/2003,R,,,,,,,,HB-L,HB-L (-5),L,1; NCCR 01 (HB-L),OUTSIDE ZONE,SPEED OPTION,,L;R,10
9/2/2023,1,2,0,9:56,0,,,,,3,,,,,-5,0,1,,0,,,,-5,6,3,,,,,,,,C,,,,,NCCR S98 DOG,,,EMPTY,,,,,,,,0
9/2/2023,1,2,0,9:56,0,,,,,8,,,,,0,0,,,0,,,,,6,3,,,,,,,,C,,,,,,,,,,,,,,,,10
9/2/2023,1,2,0,9:56,0,,,,,-35,,,,67,40,0,,,0,,,,,7,-4,,,6-0-3,,,,,R,,,,,,,,,,,,,,,,11
9/2/2023,1,2,1,8:26,0,PUNT - FC,TOUCHDOWN,-25,0,-25,9,5,1,8,8,10,,R,0,,NCCR 04,NCCR 01,,7,4,12,2-0-1-2,1x3,,,2,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,LEAD,,L;R,23
9/2/2023,1,2,2,7:55,0,PUNT - FC,TOUCHDOWN,-25,0,-33,9,5,2,1,1,2,,P,1,COMPLETE,NCCR 04,NCCR 81,,7,4,12,2-0-1-2,2x2,2.6,1,0,4/4/2003,L,,L,NCCR 81,,,,,HB-L,HB-L (-6),,1; NCCR 01 (HB-L),MAN,,,L,15
9/2/2023,1,2,3,7:35,0,PUNT - FC,TOUCHDOWN,-25,0,-34,9,5,3,16,16,1,1,R,0,,NCCR 04,NCCR 01,,7,4,12,2-0-1-2,1x3,,,11,4/4/2003,L,,,,,,,,HB-R,HB-R (-5),R,1; NCCR 01 (HB-R),MAN,,,R,28
9/2/2023,1,2,1,7:00,0,,,,,50,,,,4,0,10,,P,0,RUN,NCCR 04,NCCR 04,0,7,4,12,2-0-1-2,3x1,4.6,,1,4/4/2003,R,,X,,,(O) NCCR 50 OH; (O) SCST D29 DH,NCCR 50,R,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,L;R,14
9/2/2023,1,2,1,6:41,0,PUNT - FC,TOUCHDOWN,-25,0,50,9,5,4,-2,-2,10,,R,0,,NCCR 04,NCCR 28,,7,4,12,2-0-1-2,3x1,,,1,4/4/2003,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 28 (HB-L),MAN,,,L;R,15
9/2/2023,1,2,2,6:06,0,PUNT - FC,TOUCHDOWN,-25,0,-48,9,5,5,2,-8,12,,P,0,COMPLETE,NCCR 04,NCCR 28,-10,7,4,11,3-0-1-1,3x2,1.4,6,0,4/4/2003,R,,M,NCCR 28,,NCCR 10 OH,,,EMPTY,,,,,,,,12
9/2/2023,1,2,2,5:34,0,PUNT - FC,TOUCHDOWN,-25,0,-40,9,5,6,15,15,20,,P,1,COMPLETE,NCCR 04,NCCR 19,,7,4,11,3-0-1-1,2x2,2.1,2,2,4/3/2004,L,,M,NCCR 19,,,,,HB-R,HB-R (-6),,1; NCCR 01 (HB-R),POWER,,,L,14
9/2/2023,1,2,3,5:09,0,,,,,45,,,,,15,5,1,P,0,INCOMPLETE,NCCR 04,,15,7,4,11,3-0-1-1,2x2,1.8,,,4/3/2004,L,,R,NCCR 02,,SCST D16 DPI; (D) SCST D97 DOF,,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,,,22
9/2/2023,1,2,1,4:58,0,PUNT - FC,TOUCHDOWN,-25,0,30,9,5,7,10,10,10,1,R,1,,NCCR 04,NCCR 01,,7,4,12,2-0-1-2,2x2,,,6,4/3/2004,L,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 01 (HB-R),POWER,,,L,24
9/2/2023,1,2,1,4:50,0,PUNT - FC,TOUCHDOWN,-25,0,20,9,5,8,14,14,10,1,P,1,RUN,NCCR 04,NCCR 04,,7,4,12,2-0-1-2,2x2,4.5,,3,4/3/2004,L,,X,,,,,R,HB-R,HB-R (-6),,1; NCCR 01 (HB-R),MAN,,,R,13
9/2/2023,1,2,1,4:17,0,PUNT - FC,TOUCHDOWN,-25,0,6,9,5,9,6,6,6,1,R,0,,NCCR 04,NCCR 01,,7,4,12,2-0-1-2,3x1,,,0,4/3/2004,R,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,READ OPTION;SPLIT,,L;R,11
9/2/2023,1,2,0,4:12,0,,,,,3,,,,,0,0,,,0,,,,,13,10,,,,,,,,C,,,,,,,,,,,,,,,,7
9/2/2023,1,2,0,4:12,0,,,,,-35,,,,66,40,0,,,0,,,,,14,-11,,,6-0-3,,,,,R,,,,,,,,,,,,,,,,9
9/2/2023,1,2,1,2:19,2,PUNT - RETURN,FIELD GOAL,-18,27,-18,10,6,1,10,10,10,1,P,1,COMPLETE,NCCR 04,NCCR 86,,14,11,12,2-0-1-2,2x2,1.8,11,4,4/4/2003,L,,M,NCCR 86,,,,,HB-R,HB-R (-5),,1; NCCR 01 (HB-R),INSIDE ZONE,,,L,10
9/2/2023,1,2,1,1:54,2,PUNT - RETURN,FIELD GOAL,-18,27,-28,10,6,2,5,5,10,,P,0,COMPLETE,NCCR 04,NCCR 81,,14,11,12,2-0-1-2,2x2,2.4,0,0,4/4/2003,R,,M,NCCR 81,,,,,HB-R,HB-R (-6),,1; NCCR 01 (HB-R),,,,R;R,18
9/2/2023,1,2,2,1:30,2,PUNT - RETURN,FIELD GOAL,-18,27,-33,10,6,3,16,16,5,1,P,0,COMPLETE,NCCR 04,NCCR 19,,14,11,11,3-0-1-1,2x2,2.5,1,0,4/4/2003,R,,R,NCCR 19,,,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,R,24
9/2/2023,1,2,1,1:25,2,PUNT - RETURN,FIELD GOAL,-18,27,-49,10,6,4,,0,10,,P,0,INCOMPLETE,NCCR 04,,,14,11,11,3-0-1-1,2x2,2.7,,,4/4/2003,R,,R,NCCR 19,,,,,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,R,17
9/2/2023,1,2,2,1:21,2,PUNT - RETURN,FIELD GOAL,-18,27,-49,10,6,5,8,8,10,,P,0,RUN,NCCR 04,NCCR 04,,14,11,11,3-0-1-1,3x2,2.5,,4,4/4/2003,R,,X,,,,,C,EMPTY,,,,,,,,10
9/2/2023,1,2,3,1:03,2,PUNT - RETURN,FIELD GOAL,-18,27,43,10,6,6,4,4,2,1,R,0,,NCCR 04,NCCR 13,,14,11,11,3-0-1-1,3x1,,,2,4/3/2004,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),MAN,READ OPTION,,L,30
9/2/2023,1,2,1,0:46,2,PUNT - RETURN,FIELD GOAL,-18,27,39,10,6,7,15,15,10,1,P,0,COMPLETE,NCCR 04,NCCR 19,,14,11,11,3-0-1-1,2x2,2.6,0,0,4/3/2004,C,,R,NCCR 19,,,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,R,24
9/2/2023,1,2,1,0:39,2,PUNT - RETURN,FIELD GOAL,-18,27,24,10,6,8,-6,-6,10,,P,0,SACK,NCCR 04,NCCR 04,,14,11,11,3-0-1-1,3x1,2.4,,,4/3/2004,R,,X,,,,NCCR 04,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,SCST D11,R,12
9/2/2023,1,2,2,0:23,2,PUNT - RETURN,FIELD GOAL,-18,27,30,10,6,9,3,3,16,,P,0,COMPLETE,NCCR 04,NCCR 18,,14,11,11,3-0-1-1,2x2,1.6,0,0,4/3/2004,R,,R,NCCR 18,,,,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,,
9/2/2023,1,2,3,0:18,2,PUNT - RETURN,FIELD GOAL,-18,27,27,10,6,10,,0,13,,P,0,INCOMPLETE,NCCR 04,,,14,11,11,3-0-1-1,3x1,2.1,,,4/3/2004,R,,M,NCCR 13,,,,,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,,7
9/2/2023,1,2,4,0:15,2,,,,,27,,,,45,0,13,,,0,,,,,14,11,,,,,,,,R,,,,,,,,,,,,,,,,10
9/2/2023,1,2,0,0:09,0,,,,,-35,,,,67,40,0,,,0,,,,,17,-14,,,6-0-3,,,,,R,,,,,,,,,,,,,,,,10
9/2/2023,1,3,0,15:00,0,,,,,-35,,,,68,40,0,,,0,,,,,17,-14,,,6-0-3,,,,,R,,,,,,,,,,,,,,,,
9/2/2023,1,3,1,12:20,0,PUNT - FC,PUNT,-15,-19,-15,3,7,1,2,2,10,,R,0,,NCCR 04,NCCR 13,,17,14,12,2-0-1-2,1x3,,,1,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 13 (HB-R),MAN,,,L;R,21
9/2/2023,1,3,2,11:54,0,PUNT - FC,PUNT,-15,-19,-17,3,7,2,-6,-6,8,,P,1,SACK,NCCR 04,NCCR 04,,17,14,12,2-0-1-2,1x3,1.9,,,4/4/2003,L,,X,,,,,,HB-R,HB-R (-6),,1; NCCR 00 (HB-R),INSIDE ZONE,,SCST D34,L;R,30
9/2/2023,1,3,3,11:15,0,PUNT - FC,PUNT,-15,-19,-11,3,7,3,8,8,14,,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,1x3,,,5,4/3/2004,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),MAN,READ OPTION;SPLIT,,,7
9/2/2023,1,3,4,10:32,0,,,,,-19,,,,41,41,6,,,0,,,,,17,14,,,,,,,,L,,,,,,,,L,,,,,,,,6
9/2/2023,1,3,1,4:41,0,DOWNS,PUNT,-3,-1,-3,3,8,1,0,0,10,,R,0,,NCCR 04,NCCR 13,,17,14,13,1-0-1-3,1x2,,,1,4/4/2003,L,,,,,,,,HB; FB-R,HB (-7); FB-R (-4),R,2; NCCR 13 (HB); NCCR 35 (FB-R),INSIDE ZONE,SPLIT,,L;R,7
9/2/2023,1,3,2,4:16,0,DOWNS,PUNT,-3,-1,-3,3,8,2,1,1,10,,R,0,,NCCR 04,NCCR 01,,17,14,13,1-0-1-3,1x2,,,2,4/4/2003,L,,,,,,,,HB; FB-R,HB (-7); FB-R (-3),R,2; NCCR 01 (HB); NCCR 35 (FB-R),INSIDE ZONE,SPLIT,,L;R,22
9/2/2023,1,3,3,3:33,0,DOWNS,PUNT,-3,-1,-4,3,8,3,-3,-3,9,,R,0,,NCCR 04,NCCR 01,,17,14,12,2-0-1-2,2x2,,,0,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 01 (HB-R),INSIDE ZONE,READ OPTION;SPLIT,,L;L,5
9/2/2023,1,3,4,2:46,0,,,,,-1,,,,48,41,12,,,0,,,SCST 86,,17,14,,,,,,,,L,,,,,,,,L,,,,,,,,0
9/2/2023,1,3,1,0:43,0,DOWNS,MISSED FG,-35,15,-35,11,9,1,3,3,10,,P,0,COMPLETE,NCCR 04,NCCR 12,,17,14,11,3-0-1-1,3x1,0.6,7,0,4/4/2003,C,,M,NCCR 12,,,,,HB-L,HB-L (-5),,1; NCCR 28 (HB-L),,,,L,9
9/2/2023,1,3,2,0:08,0,DOWNS,MISSED FG,-35,15,-38,11,9,2,7,7,7,1,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,2x2,,,2,4/4/2003,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),COUNTER,,,R,
9/2/2023,1,4,1,15:00,0,DOWNS,MISSED FG,-35,15,-45,11,9,3,7,7,10,,R,1,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,1x3,,,5,4/4/2003,C,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),INSIDE ZONE,READ OPTION,,L,15
9/2/2023,1,4,2,14:26,0,DOWNS,MISSED FG,-35,15,48,11,9,4,17,17,3,1,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,3x0,,,9,4/4/2003,C,,,,,,,,HB-R; FB-R,HB-R (-5); FB-R (-3),L,2; NCCR 00 (HB-R); NCCR 35 (FB-R),OUTSIDE ZONE,CROSS LEAD,,,13
9/2/2023,1,4,1,13:53,0,DOWNS,MISSED FG,-35,15,31,11,9,5,2,2,10,,R,0,,NCCR 04,NCCR 01,,17,14,11,3-0-1-1,1x3,,,3,4/3/2004,L,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),INSIDE ZONE,SPLIT,,L,14
9/2/2023,1,4,2,13:13,0,DOWNS,MISSED FG,-35,15,29,11,9,6,5,5,8,,R,0,,NCCR 04,NCCR 10,,17,14,11,3-0-1-1,1x3,,,3,4/3/2004,L,,,,,,,,HB,HB (-7),R,1; NCCR 00 (HB),TRICK,,,L,8
9/2/2023,1,4,3,12:49,0,DOWNS,MISSED FG,-35,15,24,11,9,7,2,2,3,,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,1x3,,,1,4/3/2004,L,,,,,,,,HB,HB (-5),L,1; NCCR 00 (HB),INSIDE ZONE,READ OPTION,,R,25
9/2/2023,1,4,4,12:14,0,DOWNS,MISSED FG,-35,15,22,11,9,8,3,3,1,1,R,0,,NCCR 04,NCCR 04,,17,14,13,1-0-1-3,1x2,,,2,4/3/2004,L,,,,,,,,HB; FB,HB (-6); FB (-2),U,2; NCCR 28 (HB); NCCR 35 (FB),SNEAK,,,L;R,16
9/2/2023,1,4,1,11:32,0,DOWNS,MISSED FG,-35,15,19,11,9,9,5,5,10,,R,1,,NCCR 04,NCCR 00,,17,14,12,2-0-1-2,2x2,,,4,4/3/2004,L,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 00 (HB-R),POWER,,,L;L,4
9/2/2023,1,4,2,10:56,0,DOWNS,MISSED FG,-35,15,14,11,9,10,1,1,5,,R,0,,NCCR 04,NCCR 00,,17,14,12,2-0-1-2,2x2,,,1,4/3/2004,L,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 00 (HB-R),INSIDE ZONE,READ OPTION,,L,12
9/2/2023,1,4,3,10:15,0,DOWNS,MISSED FG,-35,15,13,11,9,11,-2,-2,4,,R,1,,NCCR 04,NCCR 04,,17,14,12,2-0-1-2,2x2,,,1,4/3/2004,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),DRAW,LEAD;QB RUNS,,L;L,8
9/2/2023,1,4,4,9:50,0,,,,,15,,,,33,0,6,,,0,,,,,17,14,,,,,,,,C,,,,,,,,,,,,,,,,11
9/2/2023,1,4,1,8:56,0,MUFFED PUNT,TOUCHDOWN,50,0,50,4,10,1,3,3,10,,R,0,,NCCR 04,NCCR 28,,17,14,12,2-0-1-2,2x2,,,4,4/4/2003,L,,,,,,,,HB,HB (-7),R,1; NCCR 28 (HB),POWER,,,R;R,6
9/2/2023,1,4,2,8:23,0,MUFFED PUNT,TOUCHDOWN,50,0,47,4,10,2,11,11,7,1,P,0,COMPLETE,NCCR 04,NCCR 02,,17,14,12,2-0-1-2,2x2,1.7,6,3,4/4/2003,L,,M,NCCR 02,,,,,HB-R,HB-R (-6),,1; NCCR 28 (HB-R),INSIDE ZONE,,,L;L,15
9/2/2023,1,4,1,7:42,0,MUFFED PUNT,TOUCHDOWN,50,0,36,4,10,3,,0,10,,P,0,INCOMPLETE,NCCR 04,,,17,14,12,2-0-1-2,3x1,4.8,,,4/4/2003,R,,R,NCCR 10,,,,,HB-L,HB-L (-6),,1; NCCR 28 (HB-L),UNDEFINED,,,L;R,9
9/2/2023,1,4,2,7:33,0,MUFFED PUNT,TOUCHDOWN,50,0,36,4,10,4,36,36,10,1,P,1,COMPLETE,NCCR 04,NCCR 86,,17,14,12,2-0-1-2,2x2,2.3,38,0,4/4/2003,R,,M,NCCR 86,,,,,HB-L,HB-L (-6),,1; NCCR 00 (HB-L),INSIDE ZONE,,,R;R,18
9/2/2023,1,4,0,7:23,0,,,,,3,,,,,0,0,,,0,,,,,23,20,,,,,,,,C,,,,,,,,,,,,,,,,11
9/2/2023,1,4,0,7:23,0,,,,,-35,,,,66,40,0,,,0,,,,,24,-21,,,6-0-3,,,,,R,,,,,,,,,,,,,,,,4
