pff_GAMEDATE,pff_WEEK,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_2MINUTE,pff_DRIVESTARTEVENT,pff_DRIVEENDEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DRIVEENDFIELDPOSITION,pff_FIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GAINLOSSNET,pff_DISTANCE,pff_FIRST_DOWN_GAINED,pff_RUNPASS,pff_RUNPASSOPTION,pff_PASSRESULT,pff_QB,pff_BALLCARRIER,pff_PENALTYYARDS,pff_SCORE,pff_SCOREDIFFERENTIAL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNEL,pff_OFFFORMATIONGROUP,pff_TIMETOTHROW,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_DEFPERSONNEL,pff_HASH,pff_INTERCEPTION,pff_PASSDIRECTION,pff_PASSRECEIVERTARGET,,pff_PENALTY,pff_QBPRESSUREALLOWED,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_SACK,pff_TEALIGNMENT,pff_PLAYCLOCK
9/2/2023,1,4,1,6:37,4,INTERCEPTION,INTERCEPTION,22,7,22,6,11,1,1,1,10,,R,0,,NCCR 04,NCCR 00,,24,21,12,2-0-1-2,2x2,,,3,4/4/2003,R,,,,,,,,HB,HB (-7),L,1; NCCR 00 (HB),POWER,,,L;L,2
9/2/2023,1,4,2,6:04,4,INTERCEPTION,INTERCEPTION,22,7,21,6,11,2,,0,9,,P,0,INCOMPLETE,NCCR 04,,,24,21,12,2-0-1-2,2x2,1.8,,,4/4/2003,R,,M,NCCR 22,,,,,HB-R,HB-R (-6),,1; NCCR 00 (HB-R),,,,R;R,14
9/2/2023,1,4,3,6:00,4,INTERCEPTION,INTERCEPTION,22,7,21,6,11,3,12,12,9,1,P,0,RUN,NCCR 04,NCCR 04,,24,21,11,3-0-1-1,3x2,4,,0,4/4/2003,R,,X,,,,NCCR 76,R,EMPTY,,,,,,,,11
9/2/2023,1,4,1,5:29,4,INTERCEPTION,INTERCEPTION,22,7,9,6,11,4,3,3,9,,R,0,,NCCR 04,NCCR 04,,24,21,11,3-0-1-1,3x1,,,1,4/4/2003,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),OUTSIDE ZONE,SPEED OPTION,,L,10
9/2/2023,1,4,2,4:53,4,INTERCEPTION,INTERCEPTION,22,7,6,6,11,5,-1,-1,6,,R,1,,NCCR 04,NCCR 28,,24,21,12,2-0-1-2,2x2,,,1,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 28 (HB-R),INSIDE ZONE,,,L,13
9/2/2023,1,4,3,4:13,4,INTERCEPTION,INTERCEPTION,22,7,7,6,11,6,,0,7,,P,0,INTERCEPTION,NCCR 04,,,24,21,12,2-0-1-2,3x1,4.3,,,4/4/2003,L,SCST D44,R,NCCR 17,,,,,HB-R,HB-R (-6),,1; NCCR 28 (HB-R),INSIDE ZONE,,,L;R,7
9/2/2023,1,4,1,1:54,0,PUNT - RETURN,END OF GAME,-41,49,-41,3,12,1,8,8,10,,R,0,,NCCR 11,NCCR 13,,24,21,11,3-0-1-1,0x3,,,4,4/4/2003,L,,,,,,,,HB-L; FB-L,HB-L (-5); FB-L (-2),R,2; NCCR 13 (HB-L); NCCR 17 (FB-L),OUTSIDE ZONE,READ OPTION;SPLIT,,,24
9/2/2023,1,4,2,1:18,0,PUNT - RETURN,END OF GAME,-41,49,-49,3,12,2,5,5,2,1,R,0,,NCCR 11,NCCR 13,,24,21,11,3-0-1-1,0x3,,,2,4/4/2003,C,,,,,,,,HB-L; FB-L,HB-L (-5); FB-L (-2),R,2; NCCR 13 (HB-L); NCCR 17 (FB-L),OUTSIDE ZONE,READ OPTION,,,12
9/2/2023,1,4,1,0:33,0,PUNT - RETURN,END OF GAME,-41,49,46,3,12,3,-3,-3,10,,R,0,,NCCR 11,NCCR 11,,24,21,13,1-0-1-3,1x1,,,0,4/4/2003,R,,,,,,,,HB; FB-L; FB-R,HB (-9); FB-L (-2); FB-R (-2),U,3; NCCR 13 (FB-L); NCCR 19 (HB); NCCR 35 (FB-R),UNDEFINED,,,L;R,0
9/9/2023,2,1,1,15:00,0,KICKOFF - TB,TOUCHDOWN,-25,0,-25,5,1,1,4,4,10,,R,0,,NCCR 04,NCCR 04,,0,0,11,3-0-1-1,4x0,,,3,3/3/2005,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),COUNTER,QB RUNS,,L,11
9/9/2023,2,1,2,14:18,0,KICKOFF - TB,TOUCHDOWN,-25,0,-29,5,1,2,6,6,6,1,R,0,,NCCR 04,NCCR 01,,0,0,14,0-0-1-4,1x3,,,2,3/4/2004,R,,,,,,,,HB,HB (-7),L,1; NCCR 01 (HB),COUNTER,CROSS LEAD,,L;R;R;R,4
9/9/2023,2,1,1,13:36,0,KICKOFF - TB,TOUCHDOWN,-25,0,-35,5,1,3,9,9,10,,R,0,,NCCR 04,NCCR 00,,0,0,12,2-0-1-2,2x1,,,5,3/4/2004,R,,,,,,,,HB-R; FB-L,HB-R (-5); FB-L (-4),L,2; NCCR 00 (HB-R); NCCR 35 (FB-L),POWER,INVERTED;READ OPTION,,L,1
9/9/2023,2,1,2,12:56,0,KICKOFF - TB,TOUCHDOWN,-25,0,-44,5,1,4,8,8,1,1,R,0,,NCCR 04,NCCR 04,,0,0,12,2-0-1-2,1x3,,,4,3/4/2004,C,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 00 (HB-R),MAN,LEAD;QB RUNS,,R;R,7
9/9/2023,2,1,1,12:08,0,KICKOFF - TB,TOUCHDOWN,-25,0,48,5,1,5,48,48,10,1,P,0,COMPLETE,NCCR 04,NCCR 12,,0,0,12,2-0-1-2,3x1,3.4,3,0,3/4/2004,R,,L,NCCR 12,,,,,HB-R,HB-R (-5),,1; NCCR 00 (HB-R),,,,L,1
9/9/2023,2,1,0,12:00,0,,,,,3,,,,,0,0,,,0,,,,,0,6,,,,,,,,C,,,,,,,,,,,,,,,,
9/9/2023,2,1,0,12:00,0,,,,,-35,,,,60,52,0,,,0,,,MDUN 05,,0,-7,,,6-0-3,,,,,R,,,,,,,,,,,,,,,,
9/9/2023,2,1,0,11:50,0,,,,,3,,,,,0,0,,,0,,,,,0,13,,,,,,,,C,,,,,,,,,,,,,,,,10
9/9/2023,2,1,0,11:50,0,,,,,-35,,,,67,40,0,,,0,,,,,0,-14,,,6-0-3,,,,,R,,,,,,,,,,,,,,,,14
9/9/2023,2,1,1,10:57,0,PUNT - RETURN,PUNT,-40,47,-40,5,2,1,9,9,10,,R,0,,NCCR 04,NCCR 01,,0,14,12,2-0-1-2,1x2,,,5,3/4/2004,L,,,,,,,,HB; FB-L,HB (-7); FB-L (-4),R,2; NCCR 01 (HB); NCCR 86 (FB-L),COUNTER,CROSS LEAD,,R,16
9/9/2023,2,1,2,10:24,0,PUNT - RETURN,PUNT,-40,47,-49,5,2,2,3,3,1,1,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,0x4,,,3,3/4/2004,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,LEAD;QB RUNS,,R;R,18
9/9/2023,2,1,1,9:39,0,PUNT - RETURN,PUNT,-40,47,48,5,2,3,-1,-1,10,,R,0,,NCCR 01,NCCR 01,,0,14,12,2-0-1-2,3x1,,,3,3/4/2004,R,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 04 (HB-L),COUNTER,CROSS LEAD;QB RUNS,,L;R,3
9/9/2023,2,1,2,8:58,0,PUNT - RETURN,PUNT,-40,47,49,5,2,4,0,0,11,,R,0,,NCCR 04,NCCR 00,,0,14,12,2-0-1-2,4x0,,,1,3/4/2004,R,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 00 (HB-R),OUTSIDE ZONE,READ OPTION,,,7
9/9/2023,2,1,3,8:12,0,,,,,49,,,,,-5,11,,X,0,,NCCR 04,,-5,0,14,11,3-0-1-1,2x2,,,,3/4/2004,L,,,,,NCCR 50 FST,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L,1
9/9/2023,2,1,3,7:56,0,PUNT - RETURN,PUNT,-40,47,-46,5,2,5,7,7,16,,P,0,COMPLETE,NCCR 04,NCCR 83,,0,14,11,3-0-1-1,2x2,2.3,0,0,3/4/2004,L,,M,NCCR 83,,,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L,14
9/9/2023,2,1,4,7:10,0,,,,,47,,,,47,27,9,,,0,,,,,0,14,,,,,,,,R,,,,,,,,R,,,,,,,,7
9/9/2023,2,1,1,4:53,0,PUNT - DOWNED,PUNT,-35,-47,-35,6,3,1,1,1,10,,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,2x2,,,1,3/4/2004,L,,,,,,,,HB-R,HB-R (-3),R,1; NCCR 35 (HB-R),POWER,LEAD;QB RUNS,,R,14
9/9/2023,2,1,2,4:07,0,PUNT - DOWNED,PUNT,-35,-47,-36,6,3,2,1,1,9,,R,0,,NCCR 13,NCCR 13,,0,14,12,2-0-1-2,2x1,,,1,3/4/2004,C,,,,,,,,HB-R; FB-L,HB-R (-5); FB-L (-4),L,2; NCCR 04 (HB-R); NCCR 35 (FB-L),POWER,LEAD;QB RUNS,,L,18
9/9/2023,2,1,3,3:27,0,PUNT - DOWNED,PUNT,-35,-47,-37,6,3,3,8,8,8,1,P,0,COMPLETE,NCCR 04,NCCR 19,,0,14,11,3-0-1-1,2x2,3,8,2,3/3/2005,C,,M,NCCR 19,,,NCCR 79,,HB-L,HB-L (-6),R,1; NCCR 13 (HB-L),,,,,6
9/9/2023,2,1,1,2:40,0,PUNT - DOWNED,PUNT,-35,-47,-45,6,3,4,0,0,10,,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,4x0,,,1,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),MAN,LEAD;QB RUNS,,L;L,3
9/9/2023,2,1,2,1:43,0,PUNT - DOWNED,PUNT,-35,-47,-45,6,3,5,2,2,10,,R,1,,NCCR 04,NCCR 13,,0,14,12,2-0-1-2,2x2,,,2,3/4/2004,C,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 13 (HB-L),COUNTER,CROSS LEAD,,L;L,2
9/9/2023,2,1,3,0:59,0,PUNT - DOWNED,PUNT,-35,-47,-47,6,3,6,0,0,8,,R,0,,NCCR 04,NCCR 04,,0,14,12,2-0-1-2,3x1,,,1,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 13 (HB-L),COUNTER,CROSS LEAD;QB RUNS,,,3
9/9/2023,2,1,4,0:17,0,,,,,-47,,,,41,39,8,,,0,,,MDUN D04,,0,14,,,,,,,,R,,,,,,,,L,,,,,,,,5
9/9/2023,2,2,1,11:09,0,KICKOFF - TB,PUNT,-25,-42,-25,5,4,1,9,9,10,,R,0,,NCCR 04,NCCR 01,,3,11,13,1-0-1-3,2x2,,,4,3/4/2004,L,,,,,,,,HB,HB (-7),L,1; NCCR 01 (HB),MAN,CROSS LEAD,,L;L;R,9
9/9/2023,2,2,2,10:31,0,KICKOFF - TB,PUNT,-25,-42,-34,5,4,2,6,6,1,1,R,0,,NCCR 04,NCCR 00,,3,11,13,1-0-1-3,2x2,,,2,3/4/2004,L,,,,,,,,HB,HB (-7),L,1; NCCR 00 (HB),MAN,CROSS LEAD,,L;L;R,12
9/9/2023,2,2,1,9:47,0,KICKOFF - TB,PUNT,-25,-42,-40,5,4,3,5,5,10,,R,0,,NCCR 04,NCCR 04,,3,11,12,2-0-1-2,1x3,,,0,3/4/2004,C,,,,,,,,HB-R,HB-R (-5),R,1; NCCR 00 (HB-R),PULL LEAD,QB RUNS,,,3
9/9/2023,2,2,2,9:02,0,KICKOFF - TB,PUNT,-25,-42,-45,5,4,4,,0,5,,P,0,INCOMPLETE,NCCR 04,,,3,11,12,2-0-1-2,1x3,3.5,,,3/4/2004,R,,M,NCCR 19,,,,,HB,HB (-7),,1; NCCR 00 (HB),UNDEFINED,,,R;R,1
9/9/2023,2,2,3,8:30,0,KICKOFF - TB,PUNT,-25,-42,-45,5,4,5,-3,-3,5,,P,0,SACK,NCCR 04,NCCR 04,,3,11,11,3-0-1-1,2x2,7.3,,,3/3/2005,R,,X,,,,NCCR 04; NCCR 52,,HB-R,HB-R (-5),R,1; NCCR 13 (HB-R),,,MDUN D03,,7
9/9/2023,2,2,4,7:44,0,,,,,-42,,,,43,29,8,,,0,,,MDUN D04,15,3,11,,,,,,,,L,,,,,NCCR D29 UNR,,,L,,,,,,,,5
9/9/2023,2,2,1,3:25,0,KICKOFF - TB,DOWNS,-25,46,-25,5,5,1,3,3,10,,R,0,,NCCR 04,NCCR 01,,6,8,13,1-0-1-3,1x2,,,3,3/4/2004,L,,,,,,,,HB; FB-L,HB (-7); FB-L (-3),R,2; NCCR 01 (HB); NCCR 35 (FB-L),COUNTER,CROSS LEAD,,L;R,14
9/9/2023,2,2,2,2:44,0,KICKOFF - TB,DOWNS,-25,46,-28,5,5,2,20,20,7,1,R,0,,NCCR 04,NCCR 04,,6,8,12,2-0-1-2,2x1,,,5,3/4/2004,R,,,,,,,,HB-R; FB-L,HB-R (-6); FB-L (-4),L,2; NCCR 01 (HB-R); NCCR 18 (FB-L),COUNTER,CROSS LEAD;QB RUNS,,L,6
9/9/2023,2,2,1,1:57,0,,,,,-48,,,,,-5,10,,X,0,,NCCR 04,,-5,6,8,12,2-0-1-2,1x3,,,,3/4/2004,L,,,,,NCCR 50 FST,,,HB,HB (-6),,1; NCCR 00 (HB),,,,R;R,2
9/9/2023,2,2,1,1:56,2,KICKOFF - TB,DOWNS,-25,46,-43,5,5,3,2,2,15,,P,1,COMPLETE,NCCR 04,NCCR 18,,6,8,12,2-0-1-2,2x2,1.7,3,1,3/4/2004,L,,M,NCCR 18,,,,,HB,HB (-8),L,1; NCCR 00 (HB),MAN,,,L;R,17
9/9/2023,2,2,2,1:30,2,KICKOFF - TB,DOWNS,-25,46,-45,5,5,4,,0,13,,P,0,INCOMPLETE,NCCR 04,,,6,8,12,2-0-1-2,2x2,4.4,,,3/4/2004,L,,M,NCCR 13,,,NCCR 04,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),UNDEFINED,,,L;L,17
9/9/2023,2,2,3,1:24,2,KICKOFF - TB,DOWNS,-25,46,-45,5,5,5,9,9,13,,R,1,,NCCR 04,NCCR 04,,6,8,11,3-0-1-1,1x4,,,3,3/3/2005,L,,,,,,,,EMPTY,,R,,DRAW,QB RUNS,,,3
9/9/2023,2,2,4,1:16,2,,,,,46,,,,,-5,4,,X,0,,NCCR 04,,-5,6,8,12,2-0-1-2,2x2,,,,3/4/2004,L,,,,,DOG,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L;L,0
9/9/2023,2,2,4,1:16,0,,,,,-49,,,,51,31,9,,,0,,,,,6,8,,,,,,,,L,,,,,,,,L,,,,,,,,12
9/9/2023,2,3,0,15:00,0,,,,,-35,,,,67,40,0,,,0,,,,,9,-5,,,6-0-3,,,,,L,,,,,,,,,,,,,,,,
9/9/2023,2,3,1,9:14,0,KICKOFF - RETURN,PUNT,-28,-41,-28,5,6,1,9,9,10,,R,0,,NCCR 04,NCCR 01,,17,-3,12,2-0-1-2,1x3,,,7,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 01 (HB-L),MAN,CROSS LEAD,,L;R,13
9/9/2023,2,3,2,8:44,0,KICKOFF - RETURN,PUNT,-28,-41,-37,5,6,2,8,8,1,1,P,0,COMPLETE,NCCR 04,NCCR 10,0,17,-3,12,2-0-1-2,3x1,2,4,0,3/4/2004,R,,L,NCCR 10,,(D) MDUN D04 DOF,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),,,,L;R,20
9/9/2023,2,3,1,8:16,0,KICKOFF - RETURN,PUNT,-28,-41,-45,5,6,3,1,1,10,,R,0,,NCCR 04,NCCR 01,,17,-3,12,2-0-1-2,1x3,,,2,3/4/2004,L,,,,,,,,HB,HB (-7),L,1; NCCR 01 (HB),COUNTER,CROSS LEAD,,L;R,3
9/9/2023,2,3,2,7:40,0,KICKOFF - RETURN,PUNT,-28,-41,-46,5,6,4,,0,9,,P,0,INCOMPLETE,NCCR 04,,,17,-3,12,2-0-1-2,1x3,2,,,3/4/2004,L,,L,NCCR 12,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),,,,R,12
9/9/2023,2,3,3,7:34,0,KICKOFF - RETURN,PUNT,-28,-41,-46,5,6,5,-5,-5,9,,P,0,SACK,NCCR 04,NCCR 04,,17,-3,11,3-0-1-1,2x2,2,,,3/3/2005,L,,X,,,,NCCR 79,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,MDUN D01,L,4
9/9/2023,2,3,4,6:52,0,,,,,-41,,,,41,29,14,,,0,,,MDUN 06,,17,-3,,,,,,,,L,,,,,,,,R,,,,,,,,6
9/9/2023,2,3,1,3:18,0,INTERCEPTION,PUNT,-20,-35,-20,4,7,1,16,16,10,1,P,0,COMPLETE,NCCR 04,NCCR 18,,17,-3,12,2-0-1-2,2x2,2.5,1,1,3/4/2004,R,,R,NCCR 18,,,,,HB,HB (-7),L,1; NCCR 01 (HB),MAN,,,L;R,18
9/9/2023,2,3,1,3:12,0,INTERCEPTION,PUNT,-20,-35,-36,4,7,2,2,2,10,,R,0,,NCCR 04,NCCR 01,,17,-3,12,2-0-1-2,3x1,,,1,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),INSIDE ZONE,,,L;L,27
9/9/2023,2,3,2,2:29,0,INTERCEPTION,PUNT,-20,-35,-38,4,7,3,0,0,8,,R,0,,NCCR 04,NCCR 00,0,17,-3,12,2-0-1-2,1x3,,,3,3/4/2004,R,,,,,(D) ILF,,,HB,HB (-7),L,1; NCCR 00 (HB),MAN,CROSS LEAD,,L;R,4
9/9/2023,2,3,3,2:04,0,INTERCEPTION,PUNT,-20,-35,-38,4,7,4,-3,-3,8,,P,0,SACK,NCCR 04,NCCR 04,,17,-3,11,3-0-1-1,3x1,5.2,,,3/3/2005,R,,X,,,,NCCR 52; NCCR 76,,HB-R,HB-R (-5),,1; NCCR 00 (HB-R),,,MDUN D01,,7
9/9/2023,2,3,4,1:21,0,,,,,-35,,,,48,48,11,,,0,,,,,17,-3,,,,,,,,R,,,,,,,,L,,,,,,,,3
9/9/2023,2,4,1,11:55,0,KICKOFF - TB,INTERCEPTION,-25,28,-25,4,8,1,11,11,10,1,P,0,COMPLETE,NCCR 04,NCCR 18,,24,-10,12,2-0-1-2,3x1,3.4,9,4,3/4/2004,L,,M,NCCR 18,,,,,HB,HB (-6),R,1; NCCR 01 (HB),POWER,,,L;L,6
9/9/2023,2,4,1,11:14,0,KICKOFF - TB,INTERCEPTION,-25,28,-36,4,8,2,-7,-7,10,,P,0,SACK,NCCR 04,NCCR 04,,24,-10,12,2-0-1-2,2x2,2.8,,,3/4/2004,R,,X,,,,NCCR 75,,HB-R,HB-R (-5),R,1; NCCR 01 (HB-R),,,MDUN D35,L;R,7
9/9/2023,2,4,2,10:28,0,KICKOFF - TB,INTERCEPTION,-25,28,-29,4,8,3,48,48,17,1,P,0,RUN,NCCR 04,NCCR 04,,24,-10,12,2-0-1-2,3x1,4.8,,4,3/4/2004,R,,X,,,,,C,HB-R,HB-R (-5),R,1; NCCR 01 (HB-R),,,,R,2
9/9/2023,2,4,1,9:42,0,,,,,23,,,,0,-5,10,,R,0,,NCCR 04,NCCR 01,-5,24,-10,12,2-0-1-2,3x1,,,0,3/4/2004,L,,,,,ILF,,,HB-R,HB-R (-6),L,1; NCCR 01 (HB-R),INSIDE ZONE,SPLIT,,L;R,4
9/9/2023,2,4,1,9:30,0,KICKOFF - TB,INTERCEPTION,-25,28,28,4,8,4,,0,15,,P,0,INTERCEPTION,NCCR 04,,,24,-10,12,2-0-1-2,1x3,1.6,,,3/4/2004,L,MDUN D19,L,NCCR 18,,,,,HB-L,HB-L (-5),,1; NCCR 00 (HB-L),,,,R,19
9/9/2023,2,4,1,8:06,0,KICKOFF - TB,FUMBLE,-25,-43,-25,6,9,1,,0,10,,P,0,INCOMPLETE,NCCR 04,,,31,-17,12,2-0-1-2,2x2,3.7,,,3/4/2004,L,,L,NCCR 01,,,NCCR 79,,HB-R,HB-R (-6),L,1; NCCR 01 (HB-R),INSIDE ZONE,,,L;R,17
9/9/2023,2,4,2,7:59,0,KICKOFF - TB,FUMBLE,-25,-43,-25,6,9,2,16,16,10,1,P,0,COMPLETE,NCCR 04,NCCR 19,,31,-17,12,2-0-1-2,2x2,1.8,6,1,3/4/2004,L,,M,NCCR 19,,,NCCR 50,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,,L;L,12
9/9/2023,2,4,1,7:33,0,KICKOFF - TB,FUMBLE,-25,-43,-41,6,9,3,,0,10,,P,0,INCOMPLETE,NCCR 04,,,31,-17,12,2-0-1-2,2x2,3,,,3/4/2004,L,,M,NCCR 86,,,,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),,,,L;L,21
9/9/2023,2,4,2,7:02,0,,,,,-41,,,,,15,10,1,P,0,INCOMPLETE,NCCR 04,,15,31,-17,12,2-0-1-2,2x2,2.5,,,3/4/2004,L,,R,NCCR 12,,MDUN D06 DPI,,,HB-L,HB-L (-6),L,1; NCCR 01 (HB-L),,,,L;R,19
9/9/2023,2,4,1,6:55,0,KICKOFF - TB,FUMBLE,-25,-43,44,6,9,4,,0,10,,P,0,INCOMPLETE,NCCR 04,,,31,-17,12,2-0-1-2,2x2,2.6,,,3/4/2004,L,,M,NCCR 00,,,NCCR 75,,HB-L,HB-L (-5),,1; NCCR 00 (HB-L),,,,L;R,10
9/9/2023,2,4,2,6:49,0,KICKOFF - TB,FUMBLE,-25,-43,44,6,9,5,-2,-2,10,,R,1,,NCCR 04,NCCR 04,,31,-17,12,2-0-1-2,1x4,,,0,3/4/2004,L,,,,,,,,EMPTY,,R,,DRAW,QB RUNS,,,15
9/9/2023,2,4,3,6:06,0,KICKOFF - TB,FUMBLE,-25,-43,46,6,9,6,-5,-11,12,,R,1,,NCCR 04,NCCR 04,,31,-17,12,2-0-1-2,1x3,,,0,3/3/2005,C,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 00 (HB-R),INSIDE ZONE,READ OPTION,,R,4
9/9/2023,2,4,1,4:35,0,KICKOFF - TB,TOUCHDOWN,-25,0,-25,9,10,1,12,12,10,1,P,0,COMPLETE,NCCR 11,NCCR 19,,38,-24,12,2-0-1-2,2x2,1.6,4,2,3/4/2004,L,,M,NCCR 19,,,,,HB-L,HB-L (-5),,1; NCCR 00 (HB-L),,,,L;L,15
9/9/2023,2,4,1,4:11,0,KICKOFF - TB,TOUCHDOWN,-25,0,-37,9,10,2,5,5,10,,P,0,COMPLETE,NCCR 11,NCCR 12,,38,-24,12,2-0-1-2,2x2,1.9,0,0,3/4/2004,C,,M,NCCR 12,,,,,HB-R,HB-R (-5),,1; NCCR 00 (HB-R),,,,L;R,22
9/9/2023,2,4,2,3:44,0,KICKOFF - TB,TOUCHDOWN,-25,0,-42,9,10,3,0,0,5,,R,0,,NCCR 11,NCCR 00,,38,-24,12,2-0-1-2,1x3,,,0,3/4/2004,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 00 (HB-R),MAN,,,R;R,23
9/9/2023,2,4,3,3:09,0,KICKOFF - TB,TOUCHDOWN,-25,0,-42,9,10,4,3,3,5,,P,0,COMPLETE,NCCR 11,NCCR 19,,38,-24,12,2-0-1-2,2x2,2.6,2,1,3/4/2004,C,,M,NCCR 19,,,,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,R;R,11
9/9/2023,2,4,4,2:38,0,KICKOFF - TB,TOUCHDOWN,-25,0,-45,9,10,5,16,16,2,1,P,0,COMPLETE,NCCR 11,NCCR 12,,38,-24,12,2-0-1-2,2x2,1.8,9,9,3/4/2004,R,,M,NCCR 12,,,,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,R;R,17
9/9/2023,2,4,1,2:14,0,KICKOFF - TB,TOUCHDOWN,-25,0,39,9,10,6,37,37,10,1,P,0,COMPLETE,NCCR 11,NCCR 12,0,38,-24,12,2-0-1-2,2x2,2.7,5,3,3/4/2004,L,,L,NCCR 12,,(D) MDUN D35 DOF,NCCR 75,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L;R,25
9/9/2023,2,4,1,1:45,0,KICKOFF - TB,TOUCHDOWN,-25,0,2,9,10,7,0,0,2,,R,0,,NCCR 11,NCCR 11,,38,-24,12,2-0-1-2,0x4,,,3,3/4/2004,L,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 13 (HB-R),OUTSIDE ZONE,SPEED OPTION,,R;R,
